DOI,Year,Title,Journal,Reason
10.1016/j.enbenv.2019.08.002,2020,Assessing the implications of submetering with energy analytics to building energy savings,Energy and Built Environment,Eliminated – unclear/other
10.1016/j.autcon.2020.103129,2020,Automatic generation of building information models from digitized plans,Automation in Construction,Eliminated – unclear/other
10.1016/j.renene.2019.10.083,2020,Inverse optimization of building thermal resistance and capacitance for minimizing air conditioning loads,Renewable Energy,Eliminated – unclear/other
10.1016/j.scs.2020.102290,2020,Air infiltration rate of typical zones of public buildings under natural conditions,Sustainable Cities and Society,Eliminated – Ventilation/IAQ only
10.1016/j.buildenv.2020.107116,2020,On the experimental investigation of novel low-momentum ventilation concepts for cooling operation in a train compartment,Building and Environment,KEEP – operational EE/control
10.1016/j.jclepro.2020.120041,2020,Energy use of subtropical high-rise public residential buildings and impacts of energy saving measures,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.energy.2020.118678,2020,Performance enhancement and heat and mass transfer characteristics of direct evaporative building free cooling using corrugated cellulose papers,Energy,Eliminated – unclear/other
10.1016/j.jobe.2020.101290,2020,Exploring the localization process of low energy residential buildings: A case study of Korean passive houses,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2020.109866,2020,"Optimal modification of heating, ventilation, and air conditioning system performances in residential buildings using the integration of metaheuristic optimization and neural computing",Energy and Buildings,Eliminated – Ventilation/IAQ only
10.1016/j.autcon.2020.103232,2020,Point cloud segmentation and classification of structural elements in multi-planar masonry building facades,Automation in Construction,Eliminated – Monitoring/Forecasting only
10.1016/j.buildenv.2020.106741,2020,Real-time dynamic estimation of occupancy load and an air-conditioning predictive control method based on image information fusion,Building and Environment,KEEP – operational EE/control
10.1016/j.scs.2020.102315,2020,REST framework: A modelling approach towards cooling energy stress mitigation plans for future cities in warming Global South,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.buildenv.2020.107087,2020,"Measurement, modeling, and optimization of sound absorption performance of Kenaf fibers for building applications",Building and Environment,Eliminated – unclear/other
10.1016/j.apenergy.2019.114289,2020,Effects of local conditions on the multi-variable and multi-objective energy optimization of residential buildings using genetic algorithms,Applied Energy,Eliminated – unclear/other
10.1016/j.enbuild.2020.110207,2020,Calibrating the building energy model with the short term monitored data: A case study of a large-scale residential building,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2019.101078,2020,A metamodeling method to study the nonlinearity of building thermal behavior,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.energy.2020.118019,2020,Modified deep learning and reinforcement learning for an incentive-based demand response model,Energy,KEEP – operational EE/control
10.1016/j.scs.2020.102411,2020,Energy management using non-intrusive load monitoring techniques – State-of-the-art and future research directions,Sustainable Cities and Society,KEEP – operational EE/control
10.1016/j.enbuild.2020.109887,2020,Apartment related energy performance gap – How to address internal heat transfers in multi-apartment buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.apenergy.2020.115543,2020,Peak load reduction and load shaping in HVAC and refrigeration systems in commercial buildings by using a novel lightweight dynamic priority-based control strategy,Applied Energy,KEEP – operational EE/control
10.1016/j.buildenv.2019.106493,2020,Evaluating the impact of the building density and height on the block surface temperature,Building and Environment,Eliminated – unclear/other
10.1016/j.scs.2020.102300,2020,"Sensitivity of heating performance of an energy self-sufficient building to climate zone, climate change and HVAC system solutions",Sustainable Cities and Society,Eliminated – Planning/Top-down
10.1016/j.scs.2020.102359,2020,A ‘demand-supply-regulation-institution’ stakeholder partnership model of delivering zero carbon buildings,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.buildenv.2020.107364,2020,Criteria for occupant well-being: A qualitative study of Malaysian office buildings,Building and Environment,KEEP – operational EE/control
10.1016/j.apenergy.2019.114451,2020,Risk-based online robust optimal control of air-conditioning systems for buildings requiring strict humidity control considering measurement uncertainties,Applied Energy,KEEP – operational EE/control
10.1016/j.enbuild.2020.110181,2020,The hot summer-cold winter region in China: Challenges in the low carbon adaptation of residential slab buildings to enhance comfort,Energy and Buildings,Eliminated – unclear/other
10.1016/j.apenergy.2019.114193,2020,Multilayer perception based reinforcement learning supervisory control of energy systems with application to a nuclear steam supply system,Applied Energy,KEEP – operational EE/control
10.1016/j.scs.2019.101893,2020,A method to evaluate building energy consumption based on energy use index of different functional sectors,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.buildenv.2020.106700,2020,Regional difference and related cooling electricity savings of air pollutant affected natural ventilation in commercial buildings across the US,Building and Environment,Eliminated – Ventilation/IAQ only
10.1016/j.buildenv.2019.106602,2020,Linking human-building interactions in shared offices with personality traits,Building and Environment,Eliminated – unclear/other
10.1016/j.enbuild.2020.110259,2020,Building environment information and human perceptual feedback collected through a combined virtual reality (VR) and electroencephalogram (EEG) method,Energy and Buildings,Eliminated – unclear/other
10.1016/j.scs.2020.102296,2020,Parametric energy performance analysis and monitoring of buildings—HEART project platform case study,Sustainable Cities and Society,Eliminated – Monitoring/Forecasting only
10.1016/j.jclepro.2020.124029,2020,An ANN-based optimization approach of building energy systems: Case study of swimming pool,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.buildenv.2020.106842,2020,Nexus of thermal resilience and energy efficiency in buildings: A case study of a nursing home,Building and Environment,Eliminated – unclear/other
10.1016/j.energy.2020.117486,2020,Application of double glazed façades with horizontal and vertical louvers to increase natural air flow in office buildings,Energy,Eliminated – unclear/other
10.1016/j.energy.2020.118792,2020,Scenarios of energy reduction potential of zero energy building promotion in the Asia-Pacific region to year 2050,Energy,Eliminated – Planning/Top-down
10.1016/j.jobe.2019.101164,2020,Local energy self-sufficiency for passive buildings: Case study of a typical Moroccan building,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.apenergy.2020.115429,2020,Determining the optimal set-point temperature considering both labor productivity and energy saving in an office building,Applied Energy,Eliminated – unclear/other
10.1016/j.buildenv.2019.106475,2020,"GSV2SVF-an interactive GIS tool for sky, tree and building view factor estimation from street view photographs",Building and Environment,Eliminated – Monitoring/Forecasting only
10.1016/j.apenergy.2020.115427,2020,Adaptive regression model-based real-time optimal control of central air-conditioning systems,Applied Energy,KEEP – operational EE/control
10.1016/j.buildenv.2019.106530,2020,Interaction analysis of countermeasures for the stack effect in a high-rise office building,Building and Environment,Eliminated – unclear/other
10.1016/j.energy.2019.116813,2020,Systematic approach to provide building occupants with feedback to reduce energy consumption,Energy,KEEP – operational EE/control
10.1016/j.energy.2019.116577,2020,The contribution of ventilation on the energy performance of small residential buildings in the Mediterranean region,Energy,Eliminated – Ventilation/IAQ only
10.1016/j.jclepro.2020.120532,2020,An approach integrating geographic information system and building information modelling to assess the building health of commercial buildings,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.buildenv.2020.106926,2020,Field comparison test study of external shading effect on thermal-optical performance of ultralow-energy buildings in cold regions of China,Building and Environment,Eliminated – unclear/other
10.1016/j.buildenv.2020.107167,2020,An improved particle swarm optimization algorithm for the optimization and group control of water-side free cooling using cooling towers,Building and Environment,KEEP – operational EE/control
10.1016/j.jobe.2020.101635,2020,Fault detection in ventilation units using dynamic energy performance models,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.energy.2020.118597,2020,Energy emergency supply chain collaboration optimization with group consensus through reinforcement learning considering non-cooperative behaviours,Energy,KEEP – operational EE/control
10.1016/j.buildenv.2019.106498,2020,Explanatory stories of human perception and behavior in buildings,Building and Environment,Eliminated – unclear/other
10.1016/j.buildenv.2020.106908,2020,Holistic synergy analysis for building subsystem performance and innovation opportunities,Building and Environment,Eliminated – unclear/other
10.1016/j.ijepes.2020.106204,2020,Game-based peer-to-peer energy sharing management for a community of energy buildings,International Journal of Electrical Power & Energy Systems,Eliminated – unclear/other
10.1016/j.applthermaleng.2019.114813,2020,A feasibility assessment of single to multi/hybrid evaporative coolers for building air-conditioning across diverse climates in India,Applied Thermal Engineering,Eliminated – unclear/other
10.1016/j.scs.2020.102214,2020,Supporting public decision process in buildings energy retrofitting operations: The application of a Multiple Criteria Decision Aiding model to a case study in Southern Italy,Sustainable Cities and Society,KEEP – operational EE/control
10.1016/j.jclepro.2019.118551,2020,"A methodology to estimate baseline energy use and quantify savings in electrical energy consumption in higher education institution buildings: Case study, Federal University of Itajubá (UNIFEI)",Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.buildenv.2020.107155,2020,A weighting procedure to analyse the Indoor Environmental Quality of a Zero-Energy Building,Building and Environment,Eliminated – unclear/other
10.1016/j.rser.2019.109542,2020,"A decision tree method for explaining household gas consumption: The role of building characteristics, socio-demographic variables, psychological factors and household behaviour",Renewable and Sustainable Energy Reviews,Eliminated – unclear/other
10.1016/j.enbuild.2020.109867,2020,Assessment of peak power demand reduction available via modulation of building ventilation systems.,Energy and Buildings,Eliminated – Ventilation/IAQ only
10.1016/j.energy.2020.118103,2020,The mitigation strategies for bottom environment of service-oriented public building from a micro-scale perspective: A case study in China,Energy,Eliminated – unclear/other
10.1016/j.scs.2019.101900,2020,Change-point multivariable quantile regression to explore effect of weather variables on building energy consumption and estimate base temperature range,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.apenergy.2020.114892,2020,iSEA: IoT-based smartphone energy assistant for prompting energy-aware behaviors in commercial buildings,Applied Energy,Eliminated – unclear/other
10.1016/j.enbuild.2019.109677,2020,Energy performance of next-generation dedicated outdoor air cooling systems in low-energy building operations,Energy and Buildings,KEEP – operational EE/control
10.1016/j.scitotenv.2020.141447,2020,"Comparative infection modeling and control of COVID-19 transmission patterns in China, South Korea, Italy and Iran",Science of The Total Environment,KEEP – operational EE/control
10.1016/j.apenergy.2020.115610,2020,Origami microfluidics for radiant cooling with small temperature differences in buildings,Applied Energy,Eliminated – unclear/other
10.1016/j.enbuild.2019.109555,2020,Investigation on spatial distribution and thermal properties of typical residential buildings in South China's Pearl River Delta,Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2020.107313,2020,Evaluating the potential of adaptive comfort approach using historic data to reduce energy consumption in buildings in southern Spain,Building and Environment,Eliminated – unclear/other
10.1016/j.enbuild.2020.110176,2020,Thermographic 2D U-value map for quantifying thermal bridges in building façades,Energy and Buildings,Eliminated – unclear/other
10.1016/j.conengprac.2019.104213,2020,Improving operation in an industrial MDF flash dryer through physics-based NMPC,Control Engineering Practice,KEEP – operational EE/control
10.1016/j.energy.2020.117019,2020,Thermal circuits assembling and state-space extraction for modelling heat transfer in buildings,Energy,Eliminated – unclear/other
10.1016/j.enbuild.2020.109825,2020,Building temperature regulation in a multi-zone HVAC system using distributed adaptive control,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2019.109713,2020,Typical occupancy profiles and behaviors in residential buildings in the United States,Energy and Buildings,KEEP – operational EE/control
10.1016/j.apenergy.2020.115473,2020,Multi-agent deep reinforcement learning based demand response for discrete manufacturing systems energy management,Applied Energy,KEEP – operational EE/control
10.1016/j.buildenv.2019.106600,2020,Operating behavior and corresponding performance of mechanical ventilation systems in Chinese residential buildings,Building and Environment,Eliminated – Ventilation/IAQ only
10.1016/j.buildenv.2019.106485,2020,Systematic numerical study on the effect of thermal properties of building surface on its temperature and sensible heat flux,Building and Environment,Eliminated – unclear/other
10.1016/j.autcon.2019.103004,2020,Incorporating multi-physics deterioration analysis in building information modeling for life-cycle management of durability performance,Automation in Construction,Eliminated – Materials/Envelope
10.1016/j.solener.2020.09.015,2020,Preparation and assessment of the potential energy savings of thermochromic and cool coatings considering inter-building effects,Solar Energy,Eliminated – Materials/Envelope
10.1016/j.buildenv.2020.107026,2020,Virtual special issue editorial – State-of-the-art in occupant-centric building design and operation: A collection of reviews,Building and Environment,KEEP – operational EE/control
10.1016/j.enbuild.2020.110209,2020,Mapping the energy usage in Brazilian public schools,Energy and Buildings,Eliminated – Monitoring/Forecasting only
10.1016/j.apenergy.2020.114526,2020,Conditions for a cost-effective application of smart thermostat systems in residential buildings,Applied Energy,Eliminated – unclear/other
10.1016/j.jclepro.2020.122650,2020,Analysis of factors and their hierarchical relationships influencing building energy performance using interpretive structural modelling (ISM) approach,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.jobe.2019.101113,2020,Efficient health monitoring of buildings using failure modes and effects analysis case study: Air handling unit system,Journal of Building Engineering,Eliminated – Monitoring/Forecasting only
10.1016/j.jobe.2020.101457,2020,Transitioning to high efficiency air conditioning in Saudi Arabia: A benefit cost analysis for residential buildings,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2020.109841,2020,The application of quality control charts for identifying changes in time-series home energy data,Energy and Buildings,KEEP – operational EE/control
10.1016/j.apenergy.2020.115618,2020,Profit assessment of home energy management system for buildings with A-G energy labels,Applied Energy,KEEP – operational EE/control
10.1016/j.enbuild.2020.110251,2020,Robustness of energy performance of Zero-Net-Energy (ZNE) homes,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2020.110295,2020,Robust commissioning strategy for existing building cooling system based on quantification of load uncertainty,Energy and Buildings,Eliminated – unclear/other
10.1016/j.energy.2020.118312,2020,Future western U.S. building electricity consumption in response to climate and population drivers: A comparative study of the impact of model structure,Energy,Eliminated – unclear/other
10.1016/j.jobe.2019.101029,2020,Climate monitoring in World Heritage List buildings with low-cost data loggers: The case of the Jerónimos Monastery in Lisbon (Portugal),Journal of Building Engineering,Eliminated – Monitoring/Forecasting only
10.1016/j.jobe.2020.101714,2020,Measurement of CO<ce:inf loc=post>2</ce:inf> concentration for occupancy estimation in educational buildings with energy efficiency purposes,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.ijepes.2019.105643,2020,Cooperative energy management of a community of smart-buildings: A Blockchain approach,International Journal of Electrical Power & Energy Systems,KEEP – operational EE/control
10.1016/j.energy.2020.117454,2020,Identification heat user behavior for improving the accuracy of heating load prediction model based on wireless on-off control system,Energy,KEEP – operational EE/control
10.1016/j.enbuild.2020.110445,2020,Cluster analysis-based anomaly detection in building automation systems,Energy and Buildings,Eliminated – unclear/other
10.1016/j.applthermaleng.2019.114611,2020,The uncertainty of manual shade control on west-facing facades and its influence on energy performance,Applied Thermal Engineering,KEEP – operational EE/control
10.1016/j.buildenv.2019.106324,2020,Building science and radiofrequency radiation: What makes smart and healthy buildings,Building and Environment,Eliminated – unclear/other
10.1016/j.applthermaleng.2020.114992,2020,Comparative analysis of cooling energy performance between water-cooled VRF and conventional AHU systems in a commercial building,Applied Thermal Engineering,Eliminated – unclear/other
10.1016/j.measurement.2020.107876,2020,A novel measurement method for accurate heat accounting in historical buildings,Measurement,Eliminated – unclear/other
10.1016/j.jobe.2019.101046,2020,Energy investigation framework: Understanding buildings from an energy perspective view,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.applthermaleng.2020.115787,2020,Model-free control and staging for real-time energy efficient operation of a variable refrigerant flow system with multiple outdoor units,Applied Thermal Engineering,KEEP – operational EE/control
10.1016/j.buildenv.2020.107150,2020,Acceptable temperature steps for occupants moving between air-conditioned main space and naturally ventilated transitional space of building,Building and Environment,KEEP – operational EE/control
10.1016/j.enbuild.2020.110284,2020,On the localised climate change mitigation potential of building facades,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.autcon.2019.103044,2020,Modular approach to multi-objective environmental optimization of buildings,Automation in Construction,Eliminated – unclear/other
10.1016/j.enbuild.2020.109920,2020,Energy saving performance of thermochromic coatings with different colors for buildings,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.autcon.2019.102995,2020,Combining IFC and 3D tiles to create 3D visualization for building information modeling,Automation in Construction,Eliminated – unclear/other
10.1016/j.renene.2019.12.152,2020,Natural heat transfer air-conditioning terminal device and its system configuration for ultra-low energy buildings,Renewable Energy,Eliminated – unclear/other
10.1016/j.energy.2020.117052,2020,Optimal household energy management based on smart residential energy hub considering uncertain behaviors,Energy,KEEP – operational EE/control
10.1016/j.jobe.2019.100955,2020,A computationally efficient method for fault diagnosis of fan-coil unit terminals in building Heating Ventilation and Air Conditioning systems,Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.apenergy.2020.115017,2020,Remote community integrated energy system optimization including building enclosure improvements and quantitative energy trilemma metrics,Applied Energy,Eliminated – unclear/other
10.1016/j.apenergy.2020.114734,2020,An energy-saving oriented air balancing method for demand controlled ventilation systems with branch and black-box model,Applied Energy,KEEP – operational EE/control
10.1016/j.enbuild.2020.110006,2020,Feasibility of zonal space heating controls in residential buildings in temperate climates: Energy and economic potentials in Spain,Energy and Buildings,KEEP – operational EE/control
10.1016/j.apenergy.2019.114247,2020,Electrical system architectures for building-integrated photovoltaics: A comparative analysis using a modelling framework in Modelica,Applied Energy,Eliminated – Renewable-only
10.1016/j.jclepro.2019.119269,2020,Multi-criterion optimization of integrated photovoltaic facade with inter-building effects in diverse neighborhood densities,Journal of Cleaner Production,Eliminated – Renewable-only
10.1016/j.enbuild.2020.110320,2020,On the impact of internal gains and comfort band on the effectiveness of building thermal zoning,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.enbuild.2020.110289,2020,"P&ID-based automated fault identification for energy performance diagnosis in HVAC systems: 4S3F method, development of DBN models and application to an ATES system",Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2020.107144,2020,On the feasibility of affordable high-fidelity CFD simulations for indoor environment design and control,Building and Environment,KEEP – operational EE/control
10.1016/j.renene.2019.11.148,2020,Impact of neighbourhood-scale climate characteristics on building heating demand and night ventilation cooling potential,Renewable Energy,Eliminated – Ventilation/IAQ only
10.1016/j.autcon.2020.103211,2020,Georeferencing in the context of building information modelling,Automation in Construction,Eliminated – unclear/other
10.1016/j.buildenv.2020.106818,2020,Optimizing energy consumption and occupants comfort in open-plan offices using local control based on occupancy dynamic data,Building and Environment,KEEP – operational EE/control
10.1016/j.apenergy.2019.113759,2020,Framework for emulation and uncertainty quantification of a stochastic building performance simulator,Applied Energy,Eliminated – unclear/other
10.1016/j.enbuild.2019.109676,2020,Climate impact analysis on the optimal sizing of a stand-alone hybrid building,Energy and Buildings,Eliminated – unclear/other
10.1016/j.measurement.2019.106984,2020,Desktop vs cloud computing software for 3D measurement of building façades: The monastery of <ce:italic>San Martín Pinario</ce:italic>,Measurement,Eliminated – unclear/other
10.1016/j.jobe.2019.100948,2020,Towards utilizing internet of things (IoT) devices for understanding individual occupants' energy usage of personal and shared appliances in office buildings,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.scs.2019.101964,2020,Microclimate mitigation for enhancing energy and environmental performance of Near Zero Energy Settlements in Italy,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.enbuild.2020.110275,2020,Economic performance assessment of three renovated multi-family buildings with different HVAC systems,Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2020.106681,2020,A scalable Bluetooth Low Energy approach to identify occupancy patterns and profiles in office spaces,Building and Environment,KEEP – operational EE/control
10.1016/j.enbuild.2020.110250,2020,Impact of climate change in cultural heritage: from energy consumption to artefacts’ conservation and building rehabilitation,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.scs.2019.101898,2020,Application of intelligent load control to manage building loads to support rapid growth of distributed renewable generation,Sustainable Cities and Society,KEEP – operational EE/control
10.1016/j.apenergy.2020.114868,2020,A robustness-based decision making approach for multi-target high performance buildings under uncertain scenarios,Applied Energy,Eliminated – Planning/Top-down
10.1016/j.jclepro.2020.120423,2020,Critical factors of electricity consumption in residential buildings: An analysis from the point of occupant characteristics view,Journal of Cleaner Production,KEEP – operational EE/control
10.1016/j.enbuild.2020.110313,2020,Bio-inspired cooling technologies and the applications in buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2020.101421,2020,Improving residential building efficiency with membranes over façades: The Mediterranean context,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.buildenv.2020.107265,2020,Performance analysis of a hybrid ventilation system in a near zero energy building,Building and Environment,Eliminated – Ventilation/IAQ only
10.1016/j.buildenv.2020.107107,2020,Thermal insulation cost optimality of opaque constructive solutions of buildings under Portuguese temperate climate,Building and Environment,Eliminated – Materials/Envelope
10.1016/j.autcon.2020.103237,2020,Real-time space occupancy sensing and human motion analysis using deep learning for indoor air quality control,Automation in Construction,KEEP – operational EE/control
10.1016/j.apenergy.2019.114110,2020,Overheating risk in Mediterranean residential buildings: Comparison of current and future climate scenarios,Applied Energy,Eliminated – Planning/Top-down
10.1016/j.energy.2020.118783,2020,Distributionally robust planning for integrated energy systems incorporating electric-thermal demand response,Energy,KEEP – operational EE/control
10.1016/j.jobe.2020.101299,2020,A comparison between the daylighting and energy performance of courtyard and atrium buildings considering the hot climate of Saudi Arabia,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.solener.2020.09.043,2020,Influence of sunspace on energy consumption of rural residential buildings,Solar Energy,Eliminated – unclear/other
10.1016/j.buildenv.2020.107185,2020,Impact of fan mixing on air pollutant exposure near indoor sources: An analytical model to connect proximity effect with energy,Building and Environment,Eliminated – Ventilation/IAQ only
10.1016/j.energy.2019.116694,2020,Projecting Texas energy use for residential sector under future climate and urbanization scenarios: A bottom-up method based on twenty-year regional energy use data,Energy,Eliminated – Planning/Top-down
10.1016/j.jobe.2020.101402,2020,Towards the implementation of periodic thermal transmittance in Spanish building energy regulation,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.apenergy.2020.115655,2020,Propagating downscaled future weather file uncertainties into building energy use,Applied Energy,Eliminated – unclear/other
10.1016/j.enbenv.2020.04.004,2020,Energy consumption pattern and indoor thermal environment of residential building in rural China,Energy and Built Environment,Eliminated – unclear/other
10.1016/j.buildenv.2020.106930,2020,3D real-time volumetric particle tracking velocimetry – A promising tool for studies of airflow around high-rise buildings,Building and Environment,Eliminated – Ventilation/IAQ only
10.1016/j.scs.2019.101835,2020,Sub-system energy model based on actual operation data for subway stations,Sustainable Cities and Society,KEEP – operational EE/control
10.1016/j.apenergy.2020.115872,2020,Effective non-intrusive load monitoring of buildings based on a novel multi-descriptor fusion with dimensionality reduction,Applied Energy,Eliminated – Monitoring/Forecasting only
10.1016/j.buildenv.2020.107061,2020,"Ventilation rates in naturally ventilated primary schools in the UK; Contextual, Occupant and Building-related (COB) factors",Building and Environment,KEEP – operational EE/control
10.1016/j.applthermaleng.2020.115499,2020,Investigation into optimal control of terminal unit of air conditioning system for reducing energy consumption,Applied Thermal Engineering,KEEP – operational EE/control
10.1016/j.enbuild.2019.109741,2020,Dynamical edge effect factor determination for building components thermal characterization under outdoor test conditions in a PASLINK test cell: A methodological proposal,Energy and Buildings,Eliminated – unclear/other
10.1016/j.scs.2020.102163,2020,A comparative study of thermal and fuel performance of an energy-efficient building in different climate regions of Turkey,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.scs.2019.101832,2020,BRICKS: Building’s reasoning for intelligent control knowledge-based system,Sustainable Cities and Society,KEEP – operational EE/control
10.1016/j.jobe.2019.100958,2020,Occurrence of faults in water installations of residential buildings: An analysis based on user complaints,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.jobe.2020.101662,2020,Relating building space to performance outcomes – A methodology to explore the relationship,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.jobe.2020.101384,2020,Monitoring of heating systems as a factor of energy safety of buildings,Journal of Building Engineering,Eliminated – Monitoring/Forecasting only
10.1016/j.energy.2020.118590,2020,Hierarchical optimal scheduling method of heat-electricity integrated energy system based on Power Internet of Things,Energy,KEEP – operational EE/control
10.1016/j.scs.2020.102165,2020,Electricity demand of non-residential buildings in Mexico,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.apenergy.2019.114321,2020,Modelling demand response with process models and energy systems models: Potential applications for wastewater treatment within the energy-water nexus,Applied Energy,KEEP – operational EE/control
10.1016/j.buildenv.2020.107183,2020,Comparison of winter air infiltration and its influences between large-space and normal-space buildings,Building and Environment,Eliminated – Ventilation/IAQ only
10.1016/j.apenergy.2020.115816,2020,A lightweight triangular building integrated photovoltaic module,Applied Energy,Eliminated – Renewable-only
10.1016/j.jobe.2020.101829,2020,Characterisation of wood hygromorphic panels for relative humidity passive control,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.scs.2020.102409,2020,Integrating energy and water optimization in buildings using multi-objective mixed-integer linear programming,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.enbuild.2019.109547,2020,Lessons learned from implementing night ventilation of mass in a next-generation smart building,Energy and Buildings,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2020.101387,2020,A novel method for calculating heat emitter and controller configuration setpoint variations with EN15316-2,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.scs.2019.101860,2020,Implementation and visualization of artificial intelligent ventilation control system using fast prediction models and limited monitoring data,Sustainable Cities and Society,KEEP – operational EE/control
10.1016/j.applthermaleng.2020.115555,2020,Ventilation and air conditioning system of deep-buried subway station in sub-tropical climates: Energy-saving strategies,Applied Thermal Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.solener.2020.04.068,2020,Photovoltaic system modeling: A validation study at high latitudes with implementation of a novel DNI quality control method,Solar Energy,KEEP – operational EE/control
10.1016/j.renene.2020.01.100,2020,Large-scale experiment of a novel non-domestic building using BPSC systems for energy saving,Renewable Energy,Eliminated – unclear/other
10.1016/j.scs.2019.101838,2020,An adaptive full-range decoupled ventilation strategy for buildings with spaces requiring strict humidity control and its applications in different climatic conditions,Sustainable Cities and Society,KEEP – operational EE/control
10.1016/j.enbuild.2020.109874,2020,Effects of climate change on variations in climatic zones and heating energy consumption of residential buildings in the southern Chile,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.apenergy.2020.115322,2020,An agent-based distributed real-time optimal control strategy for building HVAC systems for applications in the context of future IoT-based smart sensor networks,Applied Energy,KEEP – operational EE/control
10.1016/j.enbuild.2020.110426,2020,The Energy Performance and Techno-Economic Analysis of Zero Energy Bill Homes,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jclepro.2020.121059,2020,A novel economic structure to improve the energy label in smart residential buildings under energy efficiency programs,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.jobe.2020.101630,2020,Influence of photovoltaic installation on energy performance of a nursery building in Warsaw (Central European conditions),Journal of Building Engineering,Eliminated – Renewable-only
10.1016/j.apenergy.2020.114945,2020,Online pricing of demand response based on long short-term memory and reinforcement learning,Applied Energy,KEEP – operational EE/control
10.1016/j.jobe.2019.101077,2020,A low-cost framework to establish internal blind control patterns and enable simulation-based user-centric design,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.ijepes.2020.106162,2020,Energy theft detection in an edge data center using threshold-based abnormality detector,International Journal of Electrical Power & Energy Systems,Eliminated – Other/Industry
10.1016/j.jclepro.2020.122992,2020,Stochastic optimization of integrated energy system considering network dynamic characteristics and psychological preference,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.buildenv.2020.106857,2020,Indoor PM2.5 concentrations during winter in a severe cold region of China: A comparison of passive and conventional residential buildings,Building and Environment,Eliminated – unclear/other
10.1016/j.energy.2020.117103,2020,Influence of ventilation-behavior during off-periods on energy-consumption for an intermittently heated room of dormitory buildings,Energy,Eliminated – Ventilation/IAQ only
10.1016/j.enbuild.2020.110475,2020,Using modified multiple heating-degree-day (HDD) and cooling-degree-day (CDD) indices to estimate building heating and cooling loads,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2020.101426,2020,On mass quantities of gravity frames in building structures,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.measurement.2020.108262,2020,Assessment of the structural conditions in steel pipeline under various operational conditions – A machine learning approach,Measurement,KEEP – operational EE/control
10.1016/j.energy.2020.117886,2020,Beyond energy savings: Investigating the co-benefits of heat resilient architecture,Energy,Eliminated – unclear/other
10.1016/j.enbenv.2020.03.005,2020,Decomposing the drivers of residential space cooling energy consumption in EU-28 countries using a panel data approach,Energy and Built Environment,Eliminated – unclear/other
