file,scale,paradigms,model_hits,building_model_paradigms,building_model_paradigm_terms,system_model_paradigms,system_model_paradigm_terms,occupancy_model_paradigms,occupancy_model_paradigm_terms,climate_model_paradigms,climate_model_paradigm_terms,building_model_optim_methods,building_model_optim_objectives,building_model_optim_terms,system_model_optim_methods,system_model_optim_objectives,system_model_optim_terms,occupancy_model_optim_methods,occupancy_model_optim_objectives,occupancy_model_optim_terms,climate_model_optim_methods,climate_model_optim_objectives,climate_model_optim_terms,applications,kpis_all,kpi_primary,kpi_types,energy_waste_mentions,energy_waste_definition_found,energy_waste_sentences,energy_waste_definitions,kpi_tradeoff_groups,kpi_tradeoff_top_group,kpi_tradeoff_kpis_any,data_types,collected_data_resolution,sampling_mentions,model_development,model_inputs,input_resolutions_all,input_resolution_primary,online_learning_any,online_learning_components,doi_norm,DOI,Year,Title,Journal,in_csv1,in_csv2,match_type
10.1016_j.enbuild.2022.111872.json,building_model,greybox;blackbox,physics-based:1.50;physics-based models:1.50;reduced-order:1.50;simulation model:0.75;validated:0.75;appl:0.75;arx:0.75;combined:0.75;describe:0.75;eng:0.75;hybrid:0.75;integrated:0.75;afdd:0.75;anomaly detection:0.75;classification:0.75;data-driven:0.75;data-driven model:0.75;data-driven models:0.75;deep learning:0.75;developing:0.75;diagnosis:0.75;ensemble:0.75,greybox,physics-based;physics-based models;describe,NM,NM,NM,NM,NM,NM,NM,cost,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;fdd;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,,NM,,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:25S;preamble:187S;preamble:499S;preamble:58S;preamble:313H;preamble:12h;preamble:25S;preamble:187S;preamble:499S;preamble:58S;preamble:313H;preamble:annual,deep learning,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,NM,NM,10.1016/j.enbuild.2022.111872,10.1016/j.enbuild.2022.111872,2022,Real vs. simulated: Questions on the capability of simulated datasets on building fault detection for energy efficiency from a data-driven perspective,Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.111898.json,building_model;system_model,whitebox;greybox;blackbox,black-box:1.50;co-simulation:0.75;control-oriented:1.50;energy simulation:0.75;energyplus:0.75;grey-box:1.50;grey-box model:1.50;matlab:0.75;pure:0.75;simulation model:0.75;appl:0.75;combined:0.75;data center:0.75;eng:0.75;finite:0.75;grey-box models:0.75;hybrid:0.75;advanced:0.75;data-driven:0.75;estimation:0.75;forecasting:0.75;lstm:0.75;machine learning:0.75;national:0.75;prediction model:0.75;regression:0.75,whitebox;greybox,grey-box;state-space;control-oriented;simplified;state space;grey-box model;thermal model;validated,whitebox;greybox,grey-box;state space;state-space,NM,NM,NM,NM,optimal_control;heuristic_metaheuristic,cost;carbon;iaq_infection,NM,optimal_control,cost;carbon;iaq_infection,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;mpc;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:1990s;preamble:5min;preamble:daily;preamble:monthly;preamble:annual,feedback;management;occupancy;real-time;schedule;via,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,building_model;system_model,10.1016/j.enbuild.2022.111898,10.1016/j.enbuild.2022.111898,2022,Investigation on pre-cooling potential of UFAD via model-based predictive control,Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.111944.json,building_model,greybox;blackbox,matlab:0.75;physical models:1.50;simulink:0.75;validated:0.75;appl:0.75;bi-linearity:0.75;combined:0.75;describe:0.75;eng:0.75;integrated:0.75;mathematical:0.75;novel:0.75;propagation:1.50;advanced:0.75;autoregressive:0.75;estimation:0.75;forecasting:0.75;national:0.75;neural network:0.75;nn:0.75;nns:0.75;prediction model:0.75,greybox;blackbox,nn;rbf;mathematical;rc;rc network;describe;simplified;physical models;rc model;thermal dynamics;neural network;advanced,NM,NM,NM,NM,NM,NM,optimal_control,iaq_infection;comfort,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,energy flexibility;fdd;mpc;operation performance analysis;performance monitoring,daily;hourly;monthly;subhourly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,,NM,,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:470S;preamble:394H;preamble:472S;preamble:340S;preamble:97H;preamble:181S;preamble:16H;preamble:308S;preamble:255S;preamble:1000s;preamble:1000s;preamble:1000s;preamble:1000s;preamble:2000s;preamble:2000s;preamble:500s;preamble:1000s;preamble:1000s;preamble:2000s;preamble:1400s;preamble:1400s;preamble:2000s;preamble:2000s;preamble:1000s;preamble:20min;preamble:20min;preamble:4min;preamble:4min;preamble:4min;preamble:68.26s;preamble:30min;preamble:45min;preamble:30min;preamble:25min;preamble:60min,adjust;dynamically;feedback;management;occupancy;real-time;setpoints,electric_load;electric_use;occupancy;weather,daily;hourly;monthly;subhourly,subhourly,yes,building_model,10.1016/j.enbuild.2022.111944,10.1016/j.enbuild.2022.111944,2022,Predictive control of multi-zone variable air volume air-conditioning system based on radial basis function neural network,Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.111963.json,building_model;system_model,greybox;blackbox,system simulation:0.75;trnsys:0.75;appl:0.75;combined:0.75;dispatch:0.75;finite:0.75;hybrid:0.75;integrated:0.75;mathematical:0.75;thermal dynamics:0.75;zheng:0.75;zhou:0.75;classification:0.75;diagnosis:0.75;fault diagnosis:0.75;forecasting:0.75;linear regression:0.75;machine learning:0.75;national:0.75;neural network:0.75;nn:0.75;prediction model:0.75,greybox,integrated;thermal dynamics,whitebox,trnsys;system simulation,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,energy flexibility;fdd;mpc;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,,NM,,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:100028S;preamble:120741H;preamble:2005H;preamble:3975h;preamble:4312h;preamble:1034h;preamble:3975h;preamble:4138h;preamble:785h;preamble:2753h;preamble:4593h;preamble:712h;preamble:3000h;preamble:1353h;preamble:3905h;preamble:6228h;preamble:hourly;preamble:daily;preamble:annual;preamble:yearly,feedback;management;real-time;schedule;stochastic;timely;uncertainty;via,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,building_model,10.1016/j.enbuild.2022.111963,10.1016/j.enbuild.2022.111963,2022,Control method of multi-energy system based on layered control architecture,Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.112031.json,building_model;occupancy_model,greybox;blackbox,energyplus:0.75;library:0.75;validated:0.75;appl:0.75;biotechnology:0.75;combined:0.75;convers:0.75;integrated:0.75;mathematical:0.75;novel:0.75;estimation:0.75;fusion:0.75;machine learning:0.75;national:0.75;non-intrusive:0.75,NM,NM,NM,NM,blackbox,estimation;machine learning,NM,NM,NM,NM,NM,NM,NM,NM,NM,cost;energy,NM,NM,NM,NM,fdd;occ;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:643H;preamble:221S;preamble:84S;preamble:50Hz;preamble:50Hz;preamble:50Hz;preamble:60s;preamble:15min;preamble:60s;preamble:30min;preamble:3h;preamble:8h;preamble:8h;preamble:15min;preamble:15min;preamble:1Hour;preamble:30min;preamble:10min;preamble:60Min;preamble:70h;preamble:98h;preamble:6h;preamble:08.045H;preamble:01.039S;preamble:11.064S;preamble:hourly;preamble:daily;preamble:weekly;preamble:annual,adjust;feedback;management;occupancy;occupancy pattern;occupancy patterns;programmed;regular;schedule;via;weekend,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,NM,10.1016/j.enbuild.2022.112031,10.1016/j.enbuild.2022.112031,2022,Energy savings potential of occupancy-based HVAC control in laboratory buildings,Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.112044.json,building_model,whitebox;greybox;blackbox,black-box:1.50;energy simulation:0.75;energyplus:0.75;high-fidelity:0.75;matlab:0.75;non-linear model:0.75;trnsys:0.75;validated:0.75;appl:0.75;bayesian:1.50;combined:0.75;eng:0.75;finite:0.75;integrated:0.75;linear model:0.75;novel:0.75;simplified:0.75;advanced:0.75;ann:0.75;bayesian inference:0.75;classification:0.75;deep learning:0.75;estimation:0.75;forecasting:0.75;fusion:0.75;gaussian process:0.75,whitebox;greybox,simplified;validated;trnsys,NM,NM,NM,NM,NM,NM,optimal_control;heuristic_metaheuristic,cost,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;mpc;operation performance analysis;performance monitoring,daily;hourly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:157S;preamble:18H;preamble:110225S;preamble:110055S;preamble:110117H;preamble:107744H;preamble:200min;preamble:00h;preamble:00h;preamble:5h;preamble:6h;preamble:4h;preamble:4min,bayesian;deep learning;explicit;feedback;management;occupancy;real-time;schedule;smart control;stochastic,electric_load;electric_use;occupancy;weather,daily;hourly;subhourly;yearly,subhourly,yes,building_model,10.1016/j.enbuild.2022.112044,10.1016/j.enbuild.2022.112044,2022,Thermal response time prediction-based control strategy for radiant floor heating system based on Gaussian process regression,Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.112066.json,building_model;occupancy_model;system_model,whitebox;greybox;blackbox,black-box:1.50;co-simulation:0.75;energy simulation:0.75;equation-based:0.75;grey-box:1.50;language:0.75;library:0.75;mockup:0.75;modelica:0.75;open-source:0.75;appl:0.75;combined:0.75;eng:0.75;filter:1.50;hybrid:0.75;integrated:0.75;linear model:1.50;mathematical:0.75;data-driven:0.75;data-driven approach:0.75;data-driven model:0.75;data-driven modeling:0.75;elimination:0.75;fault detection:0.75;hybrid model:0.75;multi-layer:0.75,whitebox;greybox,modelica;simplified;integrated;mockup;linear model;language;white-box;library;open-source;thermal dynamics;co-simulation,NM,NM,NM,NM,NM,NM,optimal_control;heuristic_metaheuristic;mathematical_programming,energy;cost;carbon;iaq_infection;demand_response,NM,NM,NM,NM,NM,carbon,NM,NM,NM,NM,benchmarking;energy flexibility;fdd;mpc;operation performance analysis;performance monitoring;retrofit,daily;hourly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:279S;preamble:135S;preamble:419S;preamble:749H;preamble:653S;preamble:122S;preamble:155S;preamble:24h;preamble:15min;preamble:120h;preamble:850s;preamble:268s;preamble:954s;preamble:54s;preamble:3s;preamble:114s;preamble:3min;preamble:50s;preamble:5s;preamble:12.037S;preamble:2013.834781S;preamble:2262S;preamble:09.024H;preamble:2017.8107109S;preamble:2200000016S;preamble:7S,adjust;explicit;initialization;iteration;iteratively;management;occupancy;real-time;stochastic;update;updated;updating;via,electric_load;electric_use;internal_gains;occupancy;weather,daily;hourly;subhourly;yearly,subhourly,yes,building_model;system_model,10.1016/j.enbuild.2022.112066,10.1016/j.enbuild.2022.112066,2022,Nonlinear Distributed Model Predictive Control for multi-zone building energy systems,Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.112067.json,building_model,whitebox;greybox;blackbox,black-box:1.50;black-box models:0.75;control-oriented:1.50;energy simulation:0.75;grey-box:1.50;library:0.75;matlab:0.75;simulation model:0.75;trnsys:0.75;validated:0.75;appl:0.75;arx:0.75;black-box modeling:0.75;combined:0.75;describe:0.75;eng:0.75;grey-box models:0.75;hybrid:0.75;advanced:0.75;autoregressive:0.75;data mining:0.75;data-driven:0.75;data-driven model:0.75;data-driven modeling:0.75;data-driven models:0.75;deep learning:0.75;developing:0.75,greybox;blackbox,simplified;data-driven;black-box;grey-box;neural network;eng;data-driven models;black-box models;grey-box models;rc;arx;describe;autoregressive;state-space;state-space models;simulation model;inter-unit;thermal dynamics;hybrid,NM,NM,NM,NM,NM,NM,optimal_control;heuristic_metaheuristic,comfort,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;mpc;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;metering;occupancy,subhourly,preamble:1678S;preamble:316S;preamble:106818S;preamble:15min;preamble:1S;preamble:2S;preamble:3S;preamble:4S;preamble:1s;preamble:2s;preamble:3s;preamble:15min;preamble:1h;preamble:6h;preamble:1h;preamble:hourly;preamble:annual,deep learning;feedback;management;nature;occupancy;raw data;real-time;schedule;setpoints;stochastic;time-series;uncertainty;update;updating,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,NM,10.1016/j.enbuild.2022.112067,10.1016/j.enbuild.2022.112067,2022,Simplified data-driven models for model predictive control of residential buildings,Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.112118.json,building_model,greybox;blackbox,2r2c:1.50;energy simulation:0.75;grey-box:1.50;ice:0.75;pure:0.75;appl:0.75;arx:0.75;combined:0.75;filter:1.50;gray-box:0.75;gray-box model:0.75;grey-box models:0.75;integrated:0.75;advanced:0.75;developing:0.75;estimator:0.75;forecasting:0.75;kalman:0.75;machine learning:0.75;national:0.75;recursive:0.75;similarity:0.75,greybox,simplified;arx;thermal dynamics;rc;rc network,NM,NM,NM,NM,NM,NM,optimal_control,demand_response;energy;cost,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;mpc;operation performance analysis;performance monitoring,15_min;5_min;annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,,NM,,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:207H;preamble:2012S;preamble:28S;preamble:30min;preamble:1hour;preamble:1hour;preamble:30min;preamble:5min;preamble:1minute;preamble:30min;preamble:1hr;preamble:4h;preamble:5h;preamble:daily;preamble:15-min;preamble:5-min;preamble:annual,feedback;management;nature;occupancy;profile;real-time;sampled;schedule;setpoints;stochastic;updated;via,electric_load;electric_use;internal_gains;occupancy;weather,15_min;5_min;annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,NM,10.1016/j.enbuild.2022.112118,10.1016/j.enbuild.2022.112118,2022,"MPC solution for optimal load shifting for buildings with ON/OFF staged packaged units: Experimental demonstration, and lessons learned",Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.112235.json,building_model,greybox;blackbox,matlab:0.75;validated:0.75;appl:0.75;combined:0.75;describe:0.75;finite:0.75;hybrid:0.75;integrated:0.75;linear model:1.50;model identification:0.75;physical model:0.75;rc:0.75;advanced:0.75;data-driven:0.75;data-driven approach:0.75;data-driven model:0.75;deep learning:0.75;estimation:0.75;leveraging:0.75;national:0.75;regression:0.75,greybox,thermal dynamics;describe;state-space;state-space model;thermal model;appl;physical model;simplified;data-driven;rc;state space;regression;estimation,NM,NM,NM,NM,NM,NM,mathematical_programming;heuristic_metaheuristic;optimal_control,cost;comfort;demand_response,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,energy flexibility;mpc;operation performance analysis;performance monitoring,daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;metering;occupancy,subhourly,preamble:1129H;preamble:82141S;preamble:2h;preamble:1h;preamble:1129H;preamble:82141S;preamble:daily,deep learning;deterministic;initialize;iteration;management;profile;real-time;sampled;schedule;stochastic;uncertain;uncertainty;update;updated;via,electric_load;electric_use;occupancy;weather,daily;hourly;monthly;subhourly;yearly,subhourly,yes,building_model,10.1016/j.enbuild.2022.112235,10.1016/j.enbuild.2022.112235,2022,Data-driven energy management in residential areas leveraging demand response,Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.112241.json,building_model,greybox;blackbox,fisher:0.75;appl:0.75;bayesian:1.50;combined:0.75;eng:0.75;filter:0.75;hybrid:0.75;integrated:0.75;novel:0.75;propagation:0.75;rc:0.75;advanced:0.75;afdd:0.75;auto-regressive:0.75;bayesian network:0.75;classification:0.75;cnn:0.75;convolutional:0.75;data-driven:0.75;deep learning:0.75,greybox;blackbox,zhou;diagnosis;fault detection;fault diagnosis;lstm;estimation,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;fdd;operation performance analysis;performance monitoring,daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,,NM,,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:451H;preamble:111467H;preamble:126H;preamble:3783S;preamble:86H;preamble:104028S;preamble:173S;preamble:135S;preamble:2s;preamble:0s;preamble:3min,adjust;bayesian;deep learning;dynamically;feedback;iteration;iteratively;management;multivariate;nature;probabilistic;profile;regular;uncertainty;unsupervised;update;updated;via;weichao,electric_use;occupancy;weather,daily;hourly;monthly;subhourly;yearly,subhourly,yes,building_model,10.1016/j.enbuild.2022.112241,10.1016/j.enbuild.2022.112241,2022,Fault detection and diagnosis of the air handling unit via combining the feature sparse representation based dynamic SFA and the LSTM network,Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.112269.json,building_model;system_model,greybox;blackbox,2r2c:1.50;black-box:1.50;grey-box:1.50;physics-based:0.75;simulation model:0.75;validated:0.75;white-box:0.75;3r2c:0.75;arx:0.75;combined:0.75;hybrid:0.75;integrated:0.75;linear model:1.50;low-order:0.75;advanced:0.75;auto-regressive:0.75;autoregressive:0.75;cov:0.75;data-driven:0.75;developing:0.75;estimation:0.75;forecasting:0.75;national:0.75,greybox,thermal model;rc;simplified;estimation;hybrid;combined;advanced;rc model;thermal dynamics;validated;data-driven,whitebox;greybox;blackbox,physics-based;developing;neural network,NM,NM,NM,NM,optimal_control;heuristic_metaheuristic,carbon;demand_response,NM,optimal_control,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;mpc;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:97H;preamble:135S;preamble:432S;preamble:109421S;preamble:5min;preamble:2min;preamble:5s;preamble:1h;preamble:1min;preamble:12h;preamble:03.045H;preamble:2013.834781S;preamble:06.009S;preamble:2019.109421S;preamble:hourly;preamble:daily;preamble:monthly;preamble:annual,get;management;nature;occupancy;occupancy patterns;pre-defined;profile;real-time;schedule;setpoints;smart control;uncertainty;updated;via,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,building_model,10.1016/j.enbuild.2022.112269,10.1016/j.enbuild.2022.112269,2022,Real-world implementation and cost of a cloud-based MPC retrofit for HVAC control systems in commercial buildings,Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.112284.json,building_model;system_model,whitebox;greybox;blackbox,00114-6:0.75;buhl:0.75;crawley:0.75;energy simulation:0.75;energyplus:0.75;fisher:0.75;glazer:0.75;ice:0.75;lawrie:0.75;liesen:0.75;appl:0.75;combined:0.75;eng:0.75;mathematical:0.75;novel:0.75;simplified:0.75;state space:0.75;state-space:0.75;zheng:0.75;zhou:0.75;data-driven:0.75;dnn:0.75;estimation:0.75;machine learning:0.75;national:0.75;neural network:0.75;regression:0.75;supervised:0.75,greybox,state-space;simplified;energyplus;crawley,whitebox;greybox,energyplus;simplified;state-space;crawley,NM,NM,NM,NM,reinforcement_learning;optimal_control;mathematical_programming,energy,NM,reinforcement_learning;optimal_control,energy,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;fdd;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:116664H;preamble:117429H;preamble:46S;preamble:103303S;preamble:110055S;preamble:2020S;preamble:3600s;preamble:3600s;preamble:25Hz;preamble:50Hz;preamble:1Hz;preamble:3h;preamble:50Hz;preamble:30Hz;preamble:30Hz;preamble:50H;preamble:50H;preamble:3600s;preamble:3600s;preamble:annual,deterministic;exploration;feedback;get;initialization;initialize;management;nature;real-time;replay;setpoints;stochastic;uncertain;update;updated;updating,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,building_model;system_model,10.1016/j.enbuild.2022.112284,10.1016/j.enbuild.2022.112284,2022,Optimal control method of HVAC based on multi-agent deep reinforcement learning,Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.112298.json,building_model;system_model,whitebox;greybox,approximating:0.75;co-simulation:0.75;energy simulation:0.75;equation-based:0.75;fmu:0.75;language:0.75;library:0.75;matlab:0.75;mockup:0.75;modelica:0.75;appl:0.75;combined:0.75;convers:0.75;describe:0.75;dispatch:0.75;eng:0.75;filter:1.50;hybrid:0.75;integrated:0.75;linear model:1.50;classification:0.75;elimination:0.75;estimation:0.75;hybrid model:0.75,whitebox;greybox,modelica;state-space;library;open-source;language;hybrid;simplified;mathematical;describe,greybox,hybrid,NM,NM,NM,NM,optimal_control;mathematical_programming,cost,NM,optimal_control,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;mpc;operation performance analysis;performance monitoring,daily;hourly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,,NM,,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:279S;preamble:135S;preamble:155S;preamble:2594S;preamble:104209S;preamble:78S;preamble:385S;preamble:101013S;preamble:60s;preamble:24h;preamble:15min;preamble:72h;preamble:8h;preamble:2h;preamble:8h;preamble:8h;preamble:2h;preamble:15min;preamble:2h;preamble:12.037S;preamble:2013.834781S;preamble:7S;preamble:08.107S;preamble:2019.104209S;preamble:01.006S;preamble:48h;preamble:48h;preamble:01.097S;preamble:1.4043935S,adjust;explicit;iteration;iteratively;management;occupancy;profile;real-time;schedule;stochastic;updated;updating;via,electric_load;electric_use;occupancy;weather,daily;hourly;subhourly;yearly,subhourly,yes,building_model,10.1016/j.enbuild.2022.112298,10.1016/j.enbuild.2022.112298,2022,Nonlinear Hybrid Model Predictive Control for building energy systems,Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.112316.json,building_model,greybox;blackbox,continuous-time:1.50;grey-box:1.50;library:0.75;python:0.75;simulation model:0.75;appl:0.75;bayesian:1.50;combined:0.75;describe:0.75;eng:0.75;hybrid:0.75;mathematical:0.75;novel:0.75;advanced:0.75;ann:0.75;auto-regressive:0.75;data-driven:0.75;data-driven model:0.75;deep learning:0.75;estimation:0.75;gaussian process:0.75;hybrid model:0.75,greybox;blackbox,advanced;gaussian process;svm;unsupervised;python;rc;rc model;nn;describe;thermal model,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;fdd;mpc;operation performance analysis;performance monitoring;retrofit,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:116027S;preamble:97H;preamble:115147S;preamble:118041S;preamble:10min;preamble:2h;preamble:203h;preamble:10min;preamble:24h;preamble:1Hz;preamble:2min;preamble:10min;preamble:748h;preamble:47h;preamble:748h;preamble:5s;preamble:2h;preamble:40h;preamble:203h;preamble:2h;preamble:429s;preamble:116027S;preamble:97H;preamble:115147S;preamble:118041S;preamble:annual,bayesian;deep learning;intelligently;nature;profile;real-time;regular;sampled;scheduled;smart control;stochastic;time-series;uncertainty;unsupervised;update;updated;via,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,NM,10.1016/j.enbuild.2022.112316,10.1016/j.enbuild.2022.112316,2022,Experimental data-driven model predictive control of a hospital HVAC system during regular use,Energy and Buildings,True,True,both
10.1016_j.enbuild.2022.112326.json,building_model,greybox;blackbox,validated:0.75;appl:0.75;bayesian:1.50;combined:0.75;convers:0.75;data center:0.75;eng:0.75;hybrid:0.75;integrated:0.75;mathematical:0.75;simplified:0.75;advanced:0.75;anomaly detection:0.75;cart:0.75;classification:0.75;data mining:0.75;data-driven:0.75;diagnose:0.75;diagnosis:0.75;eigenvectors:0.75,greybox,simplified;appl,NM,NM,NM,NM,NM,NM,heuristic_metaheuristic;optimal_control,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;fdd;operation performance analysis;performance monitoring;retrofit,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:2014S;preamble:2017H;preamble:2018S;preamble:2012H;preamble:5h;preamble:12h;preamble:8h;preamble:daily;preamble:annual;preamble:yearly,bayesian;dynamically;management;profile;real-time;uncertainty,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,NM,10.1016/j.enbuild.2022.112326,10.1016/j.enbuild.2022.112326,2022,Research on energy-saving optimization of commercial central air-conditioning based on data mining algorithm,Energy and Buildings,True,True,both
