file,bucket_or_optimizer,term_hit,host_scales,systems_in_window,sentence
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,The ANN-based initial building model is then used to formulate an initial MPC controller.
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,"The initial MPC controller is integrated into the test building and replaces the original BMS to perform real-time control of the test building, which generates a new set of online building operation data."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,This new data set is collected and fed back to the database at each control interval for adaptation of the ANN-based building model periodically at a time interval (‘model adaption interval’).
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,"Once the ANN-based building model is updated by adaptation, a new MPC controller is formulated automatically using the updated model and performs real-time control during the next model adaption cycle."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,"Finally, the control performance of the MPC controller is evaluated by comparing to historical building operation data."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,"In this study, the proposed MPC system with an adaptive ML-based building model is developed and experimentally implemented in two single-zone testbeds, an office room and a lecture theatre, as described in Chapters 3 and 4."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,[7] developed a linear PMV model using a linear approximation to construct an MPC controller for optimizing indoor thermal comfort and building energy efficiency.
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,West et al.
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,[14] developed a simplified thermal comfort model that is a quadratic function using a numerical approximation approach and developed a MPC controller for optimizing the operation of an air-conditioning system.
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,Klauˇco and Kvasnica [41] developed a linearized PMV model with time-varying parameters and formulated an explicit MPC controller using the linearized PMV model for optimizing indoor thermal comfort.
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,"In our previous study [10] , a linear PMV model was developed using linear approximation and it was used to construct MPC controllers [16,17] ."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,[42] used the original PMV model to construct a MPC controller.
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,"However, the authors of Carli et al."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,"The penalty factor, W ε , is set at 100,000, which represents very small allowable violations [43] ."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,system_model,acmv,"The disturbances, state variables and manipulated variables are measured/estimated in real-time and passed to the MPC controller at each control interval for next-step optimization."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,The disturbances are assumed to be constant during a prediction horizon.
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,"4 , are stored in the database of the model adaptation module."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,system_model,acmv,"Thus, indoor RH is not predicted by the building dynamics model but is measured and assumed constant at the measured value during a prediction horizon for indoor PMV prediction."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,"As the sensor readings of the thermal comfort measurement device are stored in its data logger offline, there is no real-time feedback of the globe temperature to the MPC controller."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,"Thus, the globe temperature is not predicted by the building dynamics model to avoid the error accumulation in globe temperature prediction."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,"The measured cooling power, room air temperature and RH are fed back to the MPC controller for next time step optimization through the same I/O device described in Section 3.2 at each control interval."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,Operation data of the office is stored at 5-minute intervals in the MPC system for model adaption of the building dynamics model.
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,system_model,vav,"Methods
3.4 Experimental arrangement Two test cases including the VAV box is (1) controlled by the original thermostat (‘thermostat’ case), and (2) controlled by the MPC system (‘MPC’ case), were conducted."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,system_model,acmv;ahu;vav,"Methods
4 Experimental study in a lecture theatre 4.1 Test building, ACMV system and instrumentation Another testbed is set up in Lecture Theatre 3 (or LT) (seating capacity of 240 and floor area of 255 m 2 ) on the campus of NTU."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,system_model,acmv;ahu,"(8) has input variables including cooling power ( Q cw ) provided by the chilled water supplied into the AHU, operation status of ACMV and lighting ( os ), outdoor air temperature ( T o ), outdoor RH ( RH o ), the estimated number of indoor occupancy ( n occ ) and the feedback of the output variables ( T z , RH z , T g )."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,system_model,acmv;ahu,"Q cw , which is a heat sink to LT, is modelled as a manipulated variable for the MPC controller."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,"T o and RH o , which are external heat loads to LT, are modelled as measured disturbances for the MPC controller."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,"Another external heat load, solar radiation, is not measured/modelled in this study."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,This is because the LT is located within sunshades [17] .
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,"T z , RH z and T g are the state variables for the MPC controller."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,NM,NM,The variables of the building dynamics model of LT are listed in Table 3 .
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,system_model,acmv,(10) .
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,system_model,acmv,"The measured outdoor air temperature, RH, cooling power of the ACMV system as well as the estimated number of occupants are passed to the MPC controller for the next-step optimization at each control interval."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc controller,system_model,acmv;damper,The local controller also regulates the VSD fan according to a set point temperature of 16 °C in the supply air.
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,mpc model,NM,NM,"Thus, a simplified PMV model is used in this study."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,pid,system_model,acmv,2.3 MPC formulation MPC controllers are developed to control the ACMV systems in the two testbeds (to be described in Sections 3 and 4 ).
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,pid,system_model,acmv,"(2) , are to minimize the cooling energy consumed by ACMV systems and minimize the offset between indoor PMV and the thermal neutrality (PMV = 0)."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,pid,system_model,acmv,"As the MPC system controls the building, the MPC controller generates optimal solutions of the manipulated variable (cooling power of ACMV systems) in the prediction horizon and passes the solutions of the first control interval to the local controller."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,pid,system_model,acmv,The local controller is based on the PID scheme and tracks the optimal cooling power by regulating the actuators in ACMV systems.
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,pid,system_model,acmv,"The disturbances, state variables and manipulated variables are measured/estimated in real-time and passed to the MPC controller at each control interval for next-step optimization."
10.1016_j.apenergy.2020.115147.json,[optim] classical_control_and_mpc,pid,NM,NM,It was found that the average absolute mismatch between the set point and measured cooling power is 65 W based on the MPC test results.
10.1016_j.apenergy.2020.115147.json,[optim] metaheuristics_and_optim,ga,NM,NM,"As the NARX ANN-based building dynamics model is nonlinear, a nonlinear optimizer is needed to solve the nonlinear optimization problem of the MPC."
10.1016_j.apenergy.2020.115147.json,[optim] metaheuristics_and_optim,ga,NM,NM,"Several global optimization approaches such as exhaustive search method (ESM) [44] , genetic algorithm (GA) [45] , particle swarm optimization (PSO) [46] and firefly algorithm (FA) [47] as well as gradient-based approaches such as interior-point method [48] and subsequent quadratic programming (SQP) [49] have been used to solve the nonlinear optimization problems in BAC applications."
10.1016_j.apenergy.2020.115147.json,[optim] metaheuristics_and_optim,pso,NM,NM,"As the NARX ANN-based building dynamics model is nonlinear, a nonlinear optimizer is needed to solve the nonlinear optimization problem of the MPC."
10.1016_j.apenergy.2020.115147.json,[optim] metaheuristics_and_optim,pso,NM,NM,"Several global optimization approaches such as exhaustive search method (ESM) [44] , genetic algorithm (GA) [45] , particle swarm optimization (PSO) [46] and firefly algorithm (FA) [47] as well as gradient-based approaches such as interior-point method [48] and subsequent quadratic programming (SQP) [49] have been used to solve the nonlinear optimization problems in BAC applications."
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,Historical building operation data of the test building controlled by its original BMS is collected offline into a database.
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,"The historical building operation data is used to construct and train an initial building model using ANN, which is chosen due to its high accuracy to model nonlinear systems [36] ."
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,The ANN-based initial building model is then used to formulate an initial MPC controller.
10.1016_j.apenergy.2020.115147.json,blackbox,ann,system_model,acmv,"Thus, the building model includes two sub-models: (1) a building dynamics model that predicts indoor conditions such as air temperature, humidity and globe temperature with inputs of internal loads, weather conditions and cooling power of ACMV systems and, (2) a thermal comfort model to estimate indoor thermal comfort index with inputs of indoor conditions."
10.1016_j.apenergy.2020.115147.json,blackbox,ann,system_model,acmv,A dynamic ANN for time series prediction is needed to capture the time-dependent nature of building dynamics [37] .
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,"An ANN with the dynamic recurrent nonlinear autoregressive exogenous (NARX) architecture, as shown in Fig."
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,"2 , is employed in this study."
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,"The internal architecture of the NARX ANN is a feedforward multi-layer perceptron (MLP) ANN, which is an ANN structure for modelling continuous linear/nonlinear systems [37] ."
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,"The NARX ANN architecture has three layers including input, hidden and output layers."
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,It is constructed based on the MLP ANN by adding a feedback loop and time delays.
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,"A NARX ANN model could be expressed by a nonlinear function as, (1) y t = f y t - 1 , y t - 2 , ⋯ y t - d y , u t - 1 , u t - 2 , ⋯ u t - d u , where symbols f (), y , u , t and d refer to function, output, input, time and number of time steps delayed."
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,The model parameters including weights and biases are identified by supervised learning using measured building operation data.
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,A large size (layers and neurons) MLP ANN could lead to issues including (1) high risks of overfitting in model training and (2) high computation load.
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,"These two issues could cause low prediction accuracy and computing efficiency for MPC, respectively, limiting the control performance."
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,The ‘trial-and-error’ [38] method is used to obtain a small-size ANN with high prediction accuracy which also keeps the risk of overfitting and the demand of computing power low.
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,"Besides, the training, validation and testing procedures are employed using three datasets for each ANN."
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,"The prediction performance of the ANN is kept consistent during both training, validation and testing stages to avoid overfitting."
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,"Indoor thermal comfort is determined by multiple factors including indoor environmental factors (air temperature, humidity, mean radiant temperature and air velocity) as well as individual factors (occupants’ metabolic rate and clothing insulation)."
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,"Thus, the globe temperature is not predicted by the building dynamics model to avoid the error accumulation in globe temperature prediction."
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,An MLP based feedforward ANN is used to predict indoor PMV using the inputs of indoor air temperature and RH instead of the original/linearized PMV model that requires the input of globe temperature.
10.1016_j.apenergy.2020.115147.json,blackbox,ann,NM,NM,Indoor globe temperature is treated as an unmeasured disturbance.
10.1016_j.apenergy.2020.115147.json,blackbox,ann model,NM,NM,"This study employs a sigmoidal activation function, which is commonly used in MLP ANN."
10.1016_j.apenergy.2020.115147.json,blackbox,ann model,NM,NM,"For both building dynamics and thermal comfort models with the selected model size, the R 2 values during training, validation and testing stages are consistent, showing no evidence of overfitting."
10.1016_j.apenergy.2020.115147.json,blackbox,ann model,NM,NM,"The R 2 -values of training, validation and testing of the initial ANN model for globe temperature prediction are also all 0.999."
10.1016_j.apenergy.2020.115147.json,blackbox,ann model,NM,NM,"The R 2 -values of training, validation and testing of the initial ANN model for indoor humidity ratio prediction are 0.999, 0.998 and 0.998, respectively."
10.1016_j.apenergy.2020.115147.json,blackbox,ann model,NM,NM,"As the indoor air temperature, humidity and globe temperature could be predicted by the building dynamics model (Eq."
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,The specifications of these additional sensors are listed in Table 1 .
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,"3.2 Modelling Two ANN models including a building dynamics model for predicting room air temperature and a thermal comfort model for predicting indoor PMV of the office are developed, as illustrated in Fig."
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,6 .
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,The variables of the office model (building dynamics + thermal comfort) are listed in Table 2 .
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,The historical building operation data for training of the initial ANN models was measured for one-month-long when the office was under the original thermostat control.
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,"The measured data is acquired by an inputs/outputs (I/O) device (National Instruments cDAQ-9189) in real-time at 5-second intervals and stored in the database at 5-minute intervals, except that the measured indoor PMV is stored in the data logger of the PMV measurement device at 5-minute intervals."
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,"The R 2 -values of training, validation and testing of the initial building dynamics model are 0.995, 0.995 and 0.996, respectively and 0.998, 0.998 and 0.998, respectively, for the thermal comfort model."
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,The R 2 values indicate that the trained ANN models have high prediction accuracy.
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,Increasing the size of the ANN model might not bring significant benefit but could lead to higher computation loads for MPC and higher risks of overfitting.
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,system_model,acmv,[17] .
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,"4.2 Modelling Three NARX ANN models to predict indoor air temperature, humidity ratio and globe temperature of LT are developed as shown in Fig."
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,8 and Eq.
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,"Subscripts g , cw, occ and o refer to globe, chilled water, occupancy and outdoor, respectively."
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,The input/output variables for training the ANN models described by Eq.
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,system_model,ahu,(8) are measured by the sensors installed in LT.
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,CO 2 generation rate per person is assumed constant at 3 × 10 -4 m 3 /s for very light activity levels of occupants in classrooms [58] .
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,The ANN models are initialized using measured historical building operation data of LT.
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,"The data used was measured in 5 weeks during 9th–20th January, 18th–24th February, 18th–24th March and 01st–07th April 2019 when LT was controlled by the original BMS."
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,The data was stored at 5-minute intervals.
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,"Same model training, validation and testing setup as the office testbed is used for LT. One hidden layer and five hidden neurons are selected for the three ANN models for LT."
10.1016_j.apenergy.2020.115147.json,blackbox,ann models,NM,NM,"The R 2 -values of training, validation and testing of the initial ANN model for room air temperature prediction are all 0.999."
10.1016_j.apenergy.2020.115147.json,blackbox,ann-based,NM,NM,"The initial MPC controller is integrated into the test building and replaces the original BMS to perform real-time control of the test building, which generates a new set of online building operation data."
10.1016_j.apenergy.2020.115147.json,blackbox,ann-based,NM,NM,This new data set is collected and fed back to the database at each control interval for adaptation of the ANN-based building model periodically at a time interval (‘model adaption interval’).
10.1016_j.apenergy.2020.115147.json,blackbox,ann-based,NM,NM,"Once the ANN-based building model is updated by adaptation, a new MPC controller is formulated automatically using the updated model and performs real-time control during the next model adaption cycle."
10.1016_j.apenergy.2020.115147.json,blackbox,ann-based,NM,NM,"Finally, the control performance of the MPC controller is evaluated by comparing to historical building operation data."
10.1016_j.apenergy.2020.115147.json,blackbox,ann-based,NM,NM,Other configurations of the MPC for the specific testbeds are described in Sections 3 and 4 .
10.1016_j.apenergy.2020.115147.json,blackbox,ann-based,NM,NM,"As the NARX ANN-based building dynamics model is nonlinear, a nonlinear optimizer is needed to solve the nonlinear optimization problem of the MPC."
10.1016_j.apenergy.2020.115147.json,blackbox,ann-based,NM,NM,"Several global optimization approaches such as exhaustive search method (ESM) [44] , genetic algorithm (GA) [45] , particle swarm optimization (PSO) [46] and firefly algorithm (FA) [47] as well as gradient-based approaches such as interior-point method [48] and subsequent quadratic programming (SQP) [49] have been used to solve the nonlinear optimization problems in BAC applications."
10.1016_j.apenergy.2020.115147.json,blackbox,ann-based,NM,NM,"The secondary optimizer employs an SQP algorithm, which is a nonlinear optimization algorithm and is from the MATLAB Optimization Toolbox [52] in this study."
10.1016_j.apenergy.2020.115147.json,blackbox,ann-based,NM,NM,"Since the ANN-based building dynamics/thermal comfort models (employing sigmoidal activation function as described Section 2.2 ) in this study are continuously differentiable, gradient-based SQP is capable of solving the nonlinear optimization problem using these ANN models as equality constraints."
10.1016_j.apenergy.2020.115147.json,blackbox,ann-based,NM,NM,Similar approach is used in a number of previous studies such as Javed et al.
10.1016_j.apenergy.2020.115147.json,blackbox,ann-based,system_model,acmv,The ANN-based building dynamics model is based on the NARX structure.
10.1016_j.apenergy.2020.115147.json,blackbox,ann-based,system_model,acmv,"The input variables of the building dynamics model for room air temperature ( T z ) prediction include cooling power ( Q sa ) provided by supply air, hour of day ( hod ), operation status ( os ) of ACMV and lighting (1-on, 0-off) and the feedback of room temperature."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"Abstract
A model predictive control system with adaptive machine-learning-based building models for building automation and control applications is proposed."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"Abstract
A model predictive control system with adaptive machine-learning-based building models for building automation and control applications is proposed."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,The system features an adaptive machine-learning-based building dynamics modelling scheme that updates the building model regularly using online building operation data through a dynamic artificial neural network with a nonlinear autoregressive exogenous structure.
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,The system features an adaptive machine-learning-based building dynamics modelling scheme that updates the building model regularly using online building operation data through a dynamic artificial neural network with a nonlinear autoregressive exogenous structure.
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"The system also employs a multi-objective function that could optimize both energy efficiency and indoor thermal comfort, two often contradicting demands."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"The system also employs a multi-objective function that could optimize both energy efficiency and indoor thermal comfort, two often contradicting demands."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"Meanwhile, the indoor thermal comfort in both testbeds is also greatly improved by the model predictive control system."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"Meanwhile, the indoor thermal comfort in both testbeds is also greatly improved by the model predictive control system."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"Developing a model predictive control system using machine-learning-based building dynamics models could largely cut down the model construction time to days as compared to its counterpart using physics-based models, which usually take months to construct."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"Developing a model predictive control system using machine-learning-based building dynamics models could largely cut down the model construction time to days as compared to its counterpart using physics-based models, which usually take months to construct."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"However, the machine-learning-based modelling approach could be challenged by lack of building operational data necessary for model training in case of model predictive control development before the building has become operational."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"However, the machine-learning-based modelling approach could be challenged by lack of building operational data necessary for model training in case of model predictive control development before the building has become operational."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"Methods
2 Methodology 2.1 Overview Fig."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,system_model,acmv,The MPC achieves 36.7% reduction of ACMV electricity consumption as compared to the BMS.
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,system_model,acmv,The MPC achieves 36.7% reduction of ACMV electricity consumption as compared to the BMS.
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,system_model,acmv,"Conclusion
7 Conclusion This paper presented the development, implementation, experimental testing and performance analysis of a proposed model predictive control system with an adaptive machine-learning-based building model for building automation and control applications."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,system_model,acmv,"Conclusion
7 Conclusion This paper presented the development, implementation, experimental testing and performance analysis of a proposed model predictive control system with an adaptive machine-learning-based building model for building automation and control applications."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,The system features an adaptive building dynamic modelling scheme that was developed using a dynamic artificial neural network with a nonlinear autoregressive exogenous structure and a fully automated process for model adaptation.
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,The system features an adaptive building dynamic modelling scheme that was developed using a dynamic artificial neural network with a nonlinear autoregressive exogenous structure and a fully automated process for model adaptation.
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"In parallel to the energy savings, the model predictive control system also significantly improved indoor thermal comfort by maintaining indoor conditions close to the thermal neutrality for most of the occupied time during the test periods in both testbeds, as compared to each testbed’s original control."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"In parallel to the energy savings, the model predictive control system also significantly improved indoor thermal comfort by maintaining indoor conditions close to the thermal neutrality for most of the occupied time during the test periods in both testbeds, as compared to each testbed’s original control."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"The model adaptation feature greatly improves the prediction accuracy of the machine-learning-based building dynamics model, bringing benefits to the control performance of the model predictive control system."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,"The model adaptation feature greatly improves the prediction accuracy of the machine-learning-based building dynamics model, bringing benefits to the control performance of the model predictive control system."
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,The prediction accuracy continues to improve as the volume of available building operation data for model adaption increases over time.
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,The prediction accuracy continues to improve as the volume of available building operation data for model adaption increases over time.
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,This study has demonstrated that the machine-learning-based building dynamics model for model predictive control development can be constructed through fully automated processes.
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,This study has demonstrated that the machine-learning-based building dynamics model for model predictive control development can be constructed through fully automated processes.
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,This makes the machine-learning-based modelling approach a favourable alternative to the conventional physics-based modelling approach in the implementation of model predictive control for existing buildings that are already operational.
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based,NM,NM,This makes the machine-learning-based modelling approach a favourable alternative to the conventional physics-based modelling approach in the implementation of model predictive control for existing buildings that are already operational.
10.1016_j.apenergy.2020.115147.json,blackbox,machine-learning-based modelling,NM,NM,"Methods
2 Methodology 2.1 Overview Fig."
10.1016_j.apenergy.2020.115147.json,greybox,hybrid,NM,NM,"In order to address the challenges facing the two types of approaches, this study proposes a hybrid optimization approach that combines the global and gradient-based optimization approaches to solve the nonlinear optimization problem of the MPC."
10.1016_j.apenergy.2020.115147.json,greybox,hybrid,NM,NM,The concept behind the hybrid optimization approach is that coarse global optimal solutions in the prediction horizon are first searched using a global optimization approach (primary optimizer).
10.1016_j.apenergy.2020.115147.json,greybox,hybrid,NM,NM,The coarse solutions are then passed to a gradient-based optimizer (secondary optimizer) as initial guesses.
10.1016_j.apenergy.2020.115147.json,greybox,hybrid,NM,NM,The hybrid optimization problem is solved employing the MATLAB environment [51] in this study.
10.1016_j.apenergy.2020.115147.json,greybox,hybrid,NM,NM,"2.4 MPC system architecture The proposed MPC system consists of a MPC controller, a model adaptation module and a local controller, as illustrated in Fig."
10.1016_j.apenergy.2020.115147.json,whitebox,linear,NM,NM,"2 , is employed in this study."
10.1016_j.apenergy.2020.115147.json,whitebox,linear,NM,NM,"The internal architecture of the NARX ANN is a feedforward multi-layer perceptron (MLP) ANN, which is an ANN structure for modelling continuous linear/nonlinear systems [37] ."
10.1016_j.apenergy.2020.115147.json,whitebox,linear,NM,NM,"The NARX ANN architecture has three layers including input, hidden and output layers."
10.1016_j.apenergy.2020.115147.json,whitebox,linear,NM,NM,Cigler et al.
10.1016_j.apenergy.2020.115147.json,whitebox,linear,NM,NM,[7] developed a linear PMV model using a linear approximation to construct an MPC controller for optimizing indoor thermal comfort and building energy efficiency.
10.1016_j.apenergy.2020.115147.json,whitebox,linear,NM,NM,West et al.
10.1016_j.apenergy.2020.115147.json,whitebox,linear,NM,NM,Klauˇco and Kvasnica [41] developed a linearized PMV model with time-varying parameters and formulated an explicit MPC controller using the linearized PMV model for optimizing indoor thermal comfort.
10.1016_j.apenergy.2020.115147.json,whitebox,linear,NM,NM,"In our previous study [10] , a linear PMV model was developed using linear approximation and it was used to construct MPC controllers [16,17] ."
10.1016_j.apenergy.2020.115147.json,whitebox,linear,NM,NM,Carli et al.
10.1016_j.apenergy.2020.115147.json,whitebox,linearized,NM,NM,[14] developed a simplified thermal comfort model that is a quadratic function using a numerical approximation approach and developed a MPC controller for optimizing the operation of an air-conditioning system.
10.1016_j.apenergy.2020.115147.json,whitebox,linearized,NM,NM,Klauˇco and Kvasnica [41] developed a linearized PMV model with time-varying parameters and formulated an explicit MPC controller using the linearized PMV model for optimizing indoor thermal comfort.
10.1016_j.apenergy.2020.115147.json,whitebox,linearized,NM,NM,"In our previous study [10] , a linear PMV model was developed using linear approximation and it was used to construct MPC controllers [16,17] ."
10.1016_j.apenergy.2020.115147.json,whitebox,linearized,NM,NM,"Thus, the globe temperature is not predicted by the building dynamics model to avoid the error accumulation in globe temperature prediction."
10.1016_j.apenergy.2020.115147.json,whitebox,linearized,NM,NM,An MLP based feedforward ANN is used to predict indoor PMV using the inputs of indoor air temperature and RH instead of the original/linearized PMV model that requires the input of globe temperature.
10.1016_j.apenergy.2020.115147.json,whitebox,linearized,NM,NM,Indoor globe temperature is treated as an unmeasured disturbance.
10.1016_j.apenergy.2020.115147.json,whitebox,physics-based modelling,NM,NM,This study has demonstrated that the machine-learning-based building dynamics model for model predictive control development can be constructed through fully automated processes.
10.1016_j.apenergy.2020.115147.json,whitebox,physics-based modelling,NM,NM,This makes the machine-learning-based modelling approach a favourable alternative to the conventional physics-based modelling approach in the implementation of model predictive control for existing buildings that are already operational.
10.1016_j.apenergy.2020.115147.json,whitebox,physics-based models,NM,NM,"Meanwhile, the indoor thermal comfort in both testbeds is also greatly improved by the model predictive control system."
