DOI,Year,Title,_include_terms,_include_categories
10.1016/j.jclepro.2015.01.020,2015,"Virtual water assessment for Macao, China: highlighting the role of external trade",,
10.1016/j.proeng.2015.06.043,2015,Numerical and Experimental Study of the Sound-Insulating Properties of a Deformable Plate Located between Two Chambers,,
10.1016/j.egypro.2015.03.195,2015,Typical Meteorological Year Data: SolarGIS Approach,,
10.1016/j.ijhydene.2015.03.047,2015,Routes of formation and destruction of nitrogen oxides in CH<ce:inf loc=post>4</ce:inf>/H<ce:inf loc=post>2</ce:inf> jet flames in a hot coflow,,
10.1016/j.egypro.2015.12.190,2015,Preface,,
10.1016/j.energy.2015.07.132,2015,Use of infrared camera in energy diagnostics of the objects placed in open air space in particular at non-isothermal sky,energy,Target
10.1016/j.proeng.2015.04.090,2015,Software Defined GNSS Receiver,,
10.1016/j.apenergy.2015.06.014,2015,A proposal for a new methodology to determine inner authority of the control valve in the heating system,control,Application
10.1016/j.egypro.2015.11.210,2015,"Dynamic Facades, the Smart Way of Meeting the Energy Requirements",energy,Target
10.1016/j.proeng.2015.08.1033,2015,Assessment of Human Health in Northeast China Apartments with Mould Growth,,
10.1016/j.apenergy.2015.01.105,2015,The implications of CO<ce:inf loc=post>2</ce:inf> price for China’s power sector decarbonization,,
10.1016/j.scitotenv.2014.09.062,2015,The washing effect of precipitation on particulate matter and the pollution dynamics of rainwater in downtown Beijing,,
10.1016/j.egypro.2015.11.638,2015,Estimation of Indoor Environment of a <ce:italic>Tsuchikabe</ce:italic> House Constructed by Japanese <ce:italic>Sakan</ce:italic> Craftsmen,,
10.1016/j.egypro.2015.11.228,2015,Global Optimization of the Production and the Distribution System for Typical European HVAC Systems,,
10.1016/j.proeng.2015.08.955,2015,Comparison of Info-gap and Robust Optimisation Methods for Integrated Water Resource Management under Severe Uncertainty,,
10.1016/j.scitotenv.2015.02.065,2015,"The origin of groundwater composition in the Pampeano Aquifer underlying the Del Azul Creek basin, Argentina",,
10.1016/j.enbuild.2015.05.024,2015,Impact of small tilt angles on the performance of falling film drain water heat recovery systems,,
10.1016/j.egypro.2015.12.195,2015,Prioritising Energy Efficiency Measures to Achieve a Zero Net-energy Hotel on the Island of Gozo in the Central Mediterranean,"energy,energy efficiency",Target
10.1016/j.rser.2015.06.057,2015,Economics of pooling small local electricity prosumers—LCOE & self-consumption,,
10.1016/j.proeng.2015.09.080,2015,The Research of the Characteristics of Secondary Equipment Device and Airflow Jet,,
10.1016/j.energy.2015.06.020,2015,Determination of the economical optimum insulation thickness for VRF (variable refrigerant flow) systems,,
10.1016/j.jclepro.2015.06.002,2015,Econological scheduling of a manufacturing enterprise operating under a time-of-use electricity tariff,,
10.1016/j.proeng.2015.01.496,2015,Comparison of Detection Techniques for Multipath Propagation of Pseudolite Signals Used in Dense Industrial Environments,,
10.1016/j.energy.2015.05.087,2015,Achieving 33% renewable electricity generation by 2020 in California,,
10.1016/j.applthermaleng.2014.11.044,2015,Analysis of the thermal performance and convection effects in an aluminum holding furnace using CFD,,
10.1016/j.applthermaleng.2015.08.042,2015,Role of cross-drilled holes in enhanced cooling of ventilated brake discs,,
10.1016/j.egypro.2015.11.797,2015,Photovoltaics Noise Barrier: Acoustic and Energetic Study,,
10.1016/j.enbuild.2015.07.010,2015,A case study on the individual energy use of personal computers in an office setting and assessment of various feedback types toward energy savings,energy,Target
10.1016/j.applthermaleng.2015.07.028,2015,Energy efficiency opportunities in the production process of cast iron foundries: An experience in Italy,"energy,energy efficiency",Target
10.1016/j.buildenv.2015.06.007,2015,"A semi-centralized, valveless and demand controlled ventilation system in comparison to other concepts in field tests",control,Application
10.1016/j.ijhydene.2015.06.043,2015,Dose assessment of radionuclides dispersion from Bushehr nuclear power plant stack under normal operation and accident conditions,operation,Application
10.1016/j.proeng.2015.01.412,2015,Development of Position System of a Roadheader on a Base of Active IR-sensor,,
10.1016/j.buildenv.2014.11.038,2015,Reduced-scale experimental investigation on ventilation performance of a local exhaust hood in an industrial plant,,
10.1016/j.jclepro.2014.08.033,2015,Energy transition and path creation for natural gas in the Brazilian electricity mix,energy,Target
10.1016/j.ijheatmasstransfer.2015.02.068,2015,Investigating condensation heat transfer during vapour phase soldering on round-shaped PCB plates,,
10.1016/j.ijheatmasstransfer.2015.04.080,2015,Investigation on the liquid contact angle and its influence for liquid desiccant dehumidification system,,
10.1016/j.energy.2015.04.101,2015,The determinants of household electricity consumption in Taiwan: Evidence from quantile regression,,
10.1016/j.egypro.2015.11.009,2015,Energy Efficiency Achievements in 5 Years Through Experimental Research in KUBIK,"energy,energy efficiency",Target
10.1016/j.proeng.2015.08.100,2015,The New Options to Reduce Shear Stress into Foundation Structure,,
10.1016/j.egypro.2015.12.193,2015,Cradle to Cradle Implementation in Business Sites and the Perspectives of Tenant Stakeholders,,
10.1016/j.apenergy.2015.01.004,2015,Operational optimization and demand response of hybrid renewable energy systems,"energy,operation,demand response","Application,Target"
10.1016/j.jclepro.2014.09.064,2015,Exploring the dynamics of water innovation,,
10.1016/j.autcon.2014.10.005,2015,A vision-based method for on-road truck height measurement in proactive prevention of collision with overpasses and tunnels,,
10.1016/j.proeng.2015.08.1085,2015,On-Site Measurement of Airborne Fungi in Shanghai Residences,,
10.1016/j.apenergy.2015.08.024,2015,The influence of uncertainty in the development of a CO<ce:inf loc=post>2</ce:inf> infrastructure network,,
10.1016/j.rser.2015.07.029,2015,Municipal solid waste management and energy production: Consideration of external cost through multi-objective optimization and its effect on waste-to-energy solutions,energy,Target
10.1016/j.proeng.2015.08.861,2015,Waternomics: A Cross-site Data Collection to Support the Development of a Water Information Platform,,
10.1016/j.ijrefrig.2014.11.007,2015,Exergoeconomic performances of the desiccant-evaporative air-conditioning system at different regeneration and reference temperatures,,
10.1016/j.jclepro.2014.10.077,2015,Adverse effect of the mass substitution of natural aggregates by air-dried recycled concrete aggregates on the self-compacting ability of concrete: evidence and analysis through an example,,
10.1016/j.scitotenv.2015.01.006,2015,"Chemical speciation and source apportionment of fine particulate matter in Santiago, Chile, 2013",,
10.1016/j.enbuild.2015.04.009,2015,Air torque position damper energy consumption analysis,energy,Target
10.1016/j.proeng.2015.08.028,2015,Bond-slip Effect in the Assessment of RC Structures Subjected to Seismic Actions,,
10.1016/j.egypro.2015.11.884,2015,Experimental and Numerical Validation of an Automotive Subsystem through the Employment of FEM/BEM Approaches,,
10.1016/j.apenergy.2015.09.012,2015,Optimal control of greenhouse climate using minimal energy and grower defined bounds,"energy,control","Application,Target"
10.1016/j.ijheatmasstransfer.2015.01.042,2015,Sensitivity of the performance of a flat-plate liquid-to-air membrane energy exchanger (LAMEE) to the air and solution channel widths and flow maldistribution,energy,Target
10.1016/j.proeng.2015.08.1034,2015,Analysis on High-Pressure Water Separator,,
10.1016/j.snb.2014.11.088,2015,Chemiluminescence excited photoelectrochemical competitive immunosensing lab-on-paper device using an integrated paper supercapacitor for signal amplication,,
10.1016/j.applthermaleng.2015.04.045,2015,Performance analysis of a novel sun-tracking CPC heat pipe evacuated tubular collector,,
10.1016/j.solener.2015.09.040,2015,A novel maximum power point tracking strategy based on optimal voltage control for photovoltaic systems under variable environmental conditions,control,Application
10.1016/j.enbuild.2015.02.009,2015,Working performance of R-32 two-stage compression system in domestic air-conditioner,,
10.1016/j.rser.2015.08.038,2015,Study of the application and methods for the comprehensive treatment of municipal solid waste in northeastern China,,
10.1016/j.proeng.2015.08.092,2015,Application of Multi-camera DIC System for Measurements of Industrial Structures,,
10.1016/j.measurement.2015.05.043,2015,Parametric assessment of soil-nailing retaining structures in cohesive and cohesionless soils,,
10.1016/j.proeng.2015.04.008,2015,Guided Impact Mitigation in 2D and 3D Granular Crystals,,
10.1016/j.buildenv.2015.11.001,2015,TR-PIV measurement of exhaled flow using a breathing thermal manikin,,
10.1016/j.applthermaleng.2014.09.057,2015,Experimental and numerical studies on liquid wicking into filter papers for paper-based diagnostics,,
10.1016/j.ymssp.2014.07.004,2015,Mechanical passive logic module,,
10.1016/j.egypro.2015.11.457,2015,Innovative Solutions for Energy Conservation Through Commercial and Domestic Demand Side Management,energy,Target
10.1016/j.ijheatmasstransfer.2015.03.025,2015,"Behavior of the interaction between twin transitional round fountains in a homogeneous fluid, Part 1: Experimental study",,
10.1016/j.egypro.2015.03.043,2015,Development of Insulation for High Flux Density Receivers,,
10.1016/j.scitotenv.2014.12.048,2015,Impact of papyrus wetland encroachment on spatial and temporal variabilities of stream flow and sediment export from wet tropical catchments,,
10.1016/j.applthermaleng.2016.05.002,2016,Development of a thermal control algorithm using artificial neural network models for improved thermal comfort and energy efficiency in accommodation buildings,"building,energy,energy efficiency,control","Application,Context,Target"
10.1016/j.enbuild.2015.11.033,2016,Simulation-based model predictive control by the multi-objective optimization of building energy performance and thermal comfort,"building,energy,energy performance,control,predictive control","Application,Context,Target"
10.1016/j.enbuild.2016.08.001,2016,The effects of programmed air temperature changes on sleep quality and energy saving in bedroom,energy,Target
10.1016/j.apenergy.2016.02.090,2016,DR-Advisor: A data-driven demand response recommender system,demand response,Application
10.1016/j.buildenv.2015.12.025,2016,Deducing the classification rules for thermal comfort controls using optimal method,control,Application
10.1016/j.buildenv.2016.03.020,2016,Thermal comfort during temperature cycles induced by direct load control strategies of peak electricity demand management,control,Application
10.1016/j.enbuild.2015.11.004,2016,The underlying linkage between personal control and thermal comfort: Psychological or physical effects?,control,Application
10.1016/j.enbuild.2017.05.002,2017,Optimizing legacy building operation: The evolution into data-driven predictive cyber-physical systems,"building,operation,building operation","Application,Context"
10.1016/j.buildenv.2017.02.023,2017,Study on adaptive thermal comfort in Japanese offices under various operation modes,operation,Application
10.1016/j.proeng.2017.10.341,2017,Development of a Data-Driven Approach for Human-Based Environmental Control,control,Application
10.1016/j.egypro.2017.07.458,2017,Handling thermal comfort in economic model predictive control schemes for demand response,"control,demand response,predictive control",Application
10.1016/j.apenergy.2016.12.100,2017,Assessing thermal comfort and energy efficiency in buildings by statistical quality control for autocorrelated data,"building,energy,energy efficiency,control","Application,Context,Target"
10.1016/j.egypro.2017.03.036,2017,Identification of Ideal Air Temperature Distribution Using Different Location for Air Conditioner in a Room Integrated with EATHE – <ce:italic>A CFD Based Approach</ce:italic>,,
10.1016/j.apenergy.2017.03.076,2017,Energy-efficient predictive control of indoor thermal comfort and air quality in a direct expansion air conditioning system,"energy,control,predictive control","Application,Target"
10.1016/j.egypro.2017.12.683,2017,A coordinated VAV control with integration of heat transfer coefficients for improving energy efficiency and thermal comfort,"energy,energy efficiency,control","Application,Target"
10.1016/j.energy.2017.09.049,2017,Daily electricity consumption profiles from smart meters - Proxies of behavior for space heating and cooling,,
10.1016/j.enbuild.2017.09.053,2017,Performance analysis of counter-flow regenerative heat and mass exchanger for indirect evaporative cooling based on data-driven model,,
10.1016/j.buildenv.2017.08.032,2017,Modeling and optimization of different sparse Augmented Firefly Algorithms for ACMV systems under two case studies,,
10.1016/j.buildenv.2016.11.012,2017,Application of Taguchi method in optimising thermal comfort and cognitive performance during direct load control events,control,Application
10.1016/j.enbuild.2017.06.052,2017,A numerical study on the effects of design/operating parameters of the radiant panel in a radiation-based task air conditioning system on indoor thermal comfort and energy saving for a sleeping environment,energy,Target
10.1016/j.proeng.2017.09.962,2017,Independent Environmental Control for Relics Preservation and Visitors’ Thermal Comfort in Archaeology Museums,control,Application
10.1016/j.enbuild.2016.11.027,2017,A new data-driven controllability measure with application in intelligent buildings,"building,control","Application,Context"
10.1016/j.scitotenv.2017.02.041,2017,Data-driven mapping of the potential mountain permafrost distribution,,
10.1016/j.egypro.2017.03.761,2017,Computational and Field Test Analysis of Thermal Comfort Performance of User-controlled Thermal Chair in an Open Plan Office,control,Application
10.1016/j.buildenv.2017.03.025,2017,The Occupant Mobile Gateway: A participatory sensing and machine-learning approach for occupant-aware energy management,energy,Target
10.1016/j.apenergy.2017.05.118,2017,A user-controlled thermal chair for an open plan workplace: CFD and field studies of thermal comfort performance,control,Application
10.1016/j.enbuild.2017.08.036,2017,Hidden Markov Models revealing the household thermal profiling from smart meter data,,
10.1016/j.apenergy.2017.05.125,2017,Simulation study on a three-evaporator air conditioning system for simultaneous indoor air temperature and humidity control,control,Application
10.1016/j.egypro.2017.08.156,2017,Model Based Control of Intake Air Temperature and Humidity on the Test Bench,control,Application
10.1016/j.proeng.2017.10.111,2017,Experimental Study on Influences of Platform Thermal Environment of Different Supply Air Temperature of Metro Column Ventilation,,
10.1016/j.egypro.2017.07.247,2017,Numerical study of air temperature distribution and refrigeration systems coupling for chilled food processing facilities,,
10.1016/j.apenergy.2017.08.207,2017,Statistical analysis of indoor parameters an subjective responses of building occupants in a hot region of Indian ocean; a case of Madagascar island,building,Context
10.1016/j.proeng.2017.09.872,2017,Effects of Building Layout on air temperature in community,building,Context
10.1016/j.ijrefrig.2017.04.011,2017,Real-time neural inverse optimal control for indoor air temperature and humidity in a direct expansion (DX) air conditioning (A/C) system,control,Application
10.1016/j.enbuild.2017.04.053,2017,Thermal adaptation in overheated residential buildings in severe cold area in China,building,Context
10.1016/j.buildenv.2016.12.030,2017,Multipoint measurement method for air temperature in outdoor spaces and application to microclimate and passive cooling studies for a house,,
10.1016/j.enbuild.2017.01.066,2017,Seasonal variation of thermal sensations in residential buildings in the Hot Summer and Cold Winter zone of China,building,Context
10.1016/j.buildenv.2016.12.020,2017,"Performance, acute health symptoms and physiological responses during exposure to high air temperature and carbon dioxide concentration",,
10.1016/j.proeng.2017.08.011,2017,Understanding the Relationship between Indoor Environmental Parameters and Thermal Sensation of users Via Statistical Analysis,,
10.1016/j.enbuild.2017.02.051,2017,Optimal coordination of air conditioning system and personal fans for building energy efficiency improvement,"building,energy,energy efficiency","Context,Target"
10.1016/j.apenergy.2017.08.166,2017,Foresee: A user-centric home energy management system for energy efficiency and demand response,"energy,energy efficiency,demand response","Application,Target"
10.1016/j.proeng.2017.10.406,2017,The Testing Research on Prefabricated Building Indoor Thermal Environment of Earthquake Disaster Region,building,Context
10.1016/j.buildenv.2016.11.035,2017,"Quantification of thermal adaptation in air-conditioned buildings of composite climate, India",building,Context
10.1016/j.enbuild.2017.07.008,2017,PMV-based event-triggered mechanism for building energy management under uncertainties,"building,energy","Context,Target"
10.1016/j.scitotenv.2016.11.042,2017,Spatiotemporal estimation of air temperature patterns at the street level using high resolution satellite imagery,,
10.1016/j.scitotenv.2016.12.059,2017,Application and further characterization of the snap bean S156/R123 ozone biomonitoring system in relation to ambient air temperature,,
10.1016/j.jsv.2017.01.039,2017,Dynamic model reduction using data-driven Loewner-framework applied to thermally morphing structures,,
10.1016/j.enbuild.2017.05.063,2017,Comfort temperature and occupant adaptive behavior in offices in Qatar during summer,,
10.1016/j.enbuild.2017.03.022,2017,Thermal performance assessment of passive techniques integrated into a residential building in semi-arid climate,building,Context
10.1016/j.energy.2017.01.102,2017,A data-driven analytical approach to enable optimal emerging technologies integration in the co-optimized electricity and ancillary service markets,,
10.1016/j.enbuild.2017.05.007,2017,An integrative approach for indoor environment quality assessment of large glazed air-conditioned airport terminal in the tropics,,
10.1016/j.buildenv.2017.03.009,2017,A Bayesian approach for probabilistic classification and inference of occupant thermal preferences in office buildings,building,Context
10.1016/j.proeng.2017.04.338,2017,"Field Investigation on Indoor Thermal Environment of a High-rise Condominium in Hot-humid Climate of Bangkok, Thailand",,
10.1016/j.buildenv.2017.03.022,2017,Adaptation-based indoor environment control in a hot-humid area,control,Application
10.1016/j.enbuild.2017.08.083,2017,Feasibility analysis of passive thermally activated building system for various climatic regions in India,building,Context
10.1016/j.apenergy.2017.08.093,2017,A self-learning algorithm for coordinated control of rooftop units in small- and medium-sized commercial buildings,"building,control","Application,Context"
10.1016/j.enbuild.2017.02.016,2017,Thermal adaptive models in the residential buildings in different climate zones of Eastern China,building,Context
10.1016/j.apenergy.2017.06.079,2017,Anti-logic or common sense that can hinder machine’s energy performance: Energy and comfort control models based on artificial intelligence responding to abnormal indoor environments,"energy,energy performance,control","Application,Target"
10.1016/j.jobe.2017.05.002,2017,"Investigation of the relationship between the allowable transparent area, thermal mass and air change rate in buildings",building,Context
10.1016/j.applthermaleng.2016.11.087,2017,Prediction models and control algorithms for predictive applications of setback temperature in cooling systems,control,Application
10.1016/j.apenergy.2017.05.153,2017,Modeling of HVAC operational faults in building performance simulation,"building,operation","Application,Context"
10.1016/j.enbuild.2017.04.027,2017,Model-based predictive control for building energy management: Part II – Experimental validations,"building,energy,control,predictive control","Application,Context,Target"
10.1016/j.enbuild.2017.07.056,2017,An energy-efficient predictive control for HVAC systems applied to tertiary buildings based on regression techniques,"building,energy,control,predictive control","Application,Context,Target"
10.1016/j.buildenv.2016.11.005,2017,Thermal functions of internal courtyards in traditional Chinese shophouses in the hot-humid climate of Malaysia,,
10.1016/j.enbuild.2017.09.056,2017,"Mining electrical meter data to predict principal building use, performance class, and operations strategy for hundreds of non-residential buildings","building,operation","Application,Context"
10.1016/j.enbuild.2016.12.034,2017,Accurate model reduction and control of radiator for performance enhancement of room heating system,control,Application
10.1016/j.proeng.2017.10.289,2017,Influence of Air Supply Parameters of Building Atrium on Air Conditioning Effect in winter,building,Context
10.1016/j.buildenv.2017.05.022,2017,The impact of thermal environment on occupant IEQ perception and productivity,,
10.1016/j.apenergy.2017.07.081,2017,An Epistemic-Deontic-Axiologic (EDA) agent-based energy management system in office buildings,"building,energy","Context,Target"
10.1016/j.apenergy.2017.05.032,2017,Savings through the use of adaptive predictive control of thermo-active building systems (TABS): A case study,"building,control,predictive control","Application,Context"
10.1016/j.proeng.2017.10.008,2017,Influences of Temperature and Humidity on Perceived Air Quality with Radiant Panel Workstation,,
10.1016/j.enbuild.2017.04.067,2017,Effect of furniture and partitions on the surface temperatures in an office under forced flow,,
10.1016/j.egypro.2017.11.141,2017,Influence of Comfort Expectations on Building Energy Need,"building,energy","Context,Target"
10.1016/j.enbuild.2016.11.006,2017,Analysis of the indoor thermal quality in low income Cypriot households during winter,,
10.1016/j.buildenv.2016.11.047,2017,A tracking cooling fan using geofence and camera-based indoor localization,,
10.1016/j.enbuild.2017.06.008,2017,Residential HVAC fault detection using a system identification approach,,
10.1016/j.apenergy.2015.10.169,2017,Methodology of the cost-optimality for improving the indoor thermal environment during the warm season. Presentation of the method and application to a new multi-storey building in Berlin,building,Context
10.1016/j.egypro.2017.08.149,2017,On the use of artificial neural networks to model household energy consumptions,energy,Target
10.1016/j.buildenv.2017.08.022,2017,Comfortable air speeds for young people lying at rest in the hot-humid area of China in summer,,
10.1016/j.proeng.2017.10.395,2017,Field Research on The Summer Thermal Environment of Traditional Folk Tibetan-style Houses in Northwest Sichuan Plateau,,
10.1016/j.applthermaleng.2016.11.195,2017,A united WRF/TRNSYS method for estimating the heating/cooling load for the thousand-meter scale megatall buildings,building,Context
10.1016/j.buildenv.2017.10.004,2017,Personalized human comfort in indoor building environments under diverse conditioning modes,building,Context
10.1016/j.egypro.2017.07.400,2017,"The Building Data Genome Project: An open, public data set from non-residential building electrical meters",building,Context
10.1016/j.enbuild.2017.03.048,2017,Occupant thermal feedback for improved efficiency in university buildings,building,Context
10.1016/j.proeng.2017.04.196,2017,Thermal Environment and Thermal Sensations of Occupants of Nursing Homes: A Field Study,,
10.1016/j.egypro.2017.09.013,2017,Temperature versus energy based approaches in the thermal assessment of buildings,"building,energy","Context,Target"
10.1016/j.egypro.2017.09.588,2017,The Adaptive Comfort Factor in Evaluating the Energy Performance of Office Buildings in the Mediterranean Coastal Cities,"building,energy,energy performance","Context,Target"
10.1016/j.buildenv.2017.09.031,2017,"Investigation of indoor thermal environment in the homes with elderly people during heating season in Beijing, China",,
10.1016/j.buildenv.2016.12.028,2017,Human responses to high humidity in elevated temperatures for people in hot-humid climates,,
10.1016/j.buildenv.2017.06.030,2017,Development of mathematical correlations for indoor temperature from field observations of the performance of high thermal mass buildings in India,building,Context
10.1016/j.enbuild.2016.11.028,2017,Energy and comfort assessment in educational building: Case study in a French university campus,"building,energy","Context,Target"
10.1016/j.energy.2017.11.137,2017,A porous building approach for modelling flow and heat transfer around and inside an isolated building on night ventilation and thermal mass,building,Context
10.1016/j.enbuild.2017.01.038,2017,An experimental study on the performances of a radiation-based task/ambient air conditioning system applied to sleeping environments,,
10.1016/j.buildenv.2017.03.008,2017,Experimental study on the variations in human skin temperature under simulated weightlessness,,
10.1016/j.buildenv.2017.09.026,2017,Effects of physical activity and shade on the heat balance and thermal perceptions of children in a playground microclimate,,
10.1016/j.proeng.2017.10.060,2017,Semantic Inference-Based Control Strategies for Building HVAC Systems Using Modelica-Based Physical Models,"building,control","Application,Context"
10.1016/j.egypro.2017.09.709,2017,Explaining variability in metered energy use for similar buildings using Bayesian inference,"building,energy","Context,Target"
10.1016/j.enbuild.2016.12.084,2017,Development and analysis of residential change-point models from smart meter data,,
10.1016/j.enbuild.2017.02.003,2017,Thermal and visual comfort assessment of natural ventilated office buildings in Europe and North America,building,Context
10.1016/j.conengprac.2017.03.018,2017,Prioritised objectives for model predictive control of building heating systems,"building,control,predictive control","Application,Context"
10.1016/j.scs.2016.12.008,2017,Demand side flexibility coordination in office buildings: A framework and case study application,building,Context
10.1016/j.egypro.2017.07.305,2017,"Impact of the typology of school buildings on the internal thermal conditions, in a hot and dry climate",building,Context
10.1016/j.proeng.2017.10.163,2017,Comparisons of Respondent Thermal Perceptions in Underneath-elevated-building (UEB) Areas and Direct-radiated (DR) Areas,building,Context
10.1016/j.enbuild.2017.05.028,2017,Modelling dynamic thermal sensation of human subjects in outdoor environments,,
10.1016/j.enbuild.2017.05.014,2017,Distributed air conditioning control in commercial buildings based on a physical-statistical approach,"building,control","Application,Context"
10.1016/j.enbuild.2016.12.066,2017,Effects of two kinds of air conditioner airflow on human sleep and thermoregulation,,
10.1016/j.buildenv.2017.01.006,2017,Student responses to classroom thermal environments in rural primary and secondary schools in winter,,
10.1016/j.enbuild.2017.09.068,2017,The influence of atrium on energy performance of hotel building,"building,energy,energy performance","Context,Target"
10.1016/j.proeng.2017.10.345,2017,A Study on Air Distribution and Comfort of Atrium with Radiant Floor Heating,,
10.1016/j.applthermaleng.2017.02.012,2017,Computational fluid dynamics analysis of convective heat transfer coefficients for a sleeping human body,,
10.1016/j.buildenv.2017.10.024,2017,Comparing temperature and acoustic satisfaction in 60 radiant and all-air buildings,building,Context
10.1016/j.energy.2017.03.096,2017,Design and control optimisation of adaptive insulation systems for office buildings. Part 2: A parametric study for a temperate climate,"building,control","Application,Context"
10.1016/j.enbuild.2017.06.027,2017,Implementation of predictive control in a commercial building energy management system using neural networks,"building,energy,control,predictive control","Application,Context,Target"
10.1016/j.egypro.2017.09.384,2017,Dynamic setpoint calculation including collection and comfort requirements: Energy impact for museums in Southern Europe,energy,Target
10.1016/j.proeng.2017.09.821,2017,Development of a novel strategy of CFD-based model predictive control,"control,predictive control",Application
10.1016/j.egypro.2017.09.543,2017,The role of shading devices to improve thermal and visual comfort in existing glazed buildings,building,Context
10.1016/j.buildenv.2017.08.044,2017,Application of artificial neural networks for determining energy-efficient operating set-points of the VRF cooling system,energy,Target
10.1016/j.apenergy.2017.05.163,2017,Comfort settings and energy demand for residential nZEB in warm climates,energy,Target
10.1016/j.apenergy.2017.10.023,2017,Portable personal conditioning systems: Transient modeling and system analysis,,
10.1016/j.buildenv.2017.08.017,2017,Verification of Fiala-based human thermophysiological model and its application to protective clothing under high metabolic rates,,
10.1016/j.rser.2016.11.112,2017,Turning up the heat on obsolete thermostats: A simulation-based comparison of intelligent control approaches for residential heating systems,control,Application
10.1016/j.egypro.2017.07.093,2017,Thermal characteristics of Model houses Manufactured by date palm fiber reinforced earth bricks in desert regions of Ouargla Algeria,,
10.1016/j.egypro.2017.03.609,2017,Finite State Machine Household's Appliances Models for Non-intrusive Energy Estimation,energy,Target
10.1016/j.buildenv.2017.07.002,2017,Study of thermal satisfaction in an Australian educational precinct,,
10.1016/j.buildenv.2016.10.023,2017,Comfort-based performance assessment methodology for low energy residential buildings in Australia,"building,energy","Context,Target"
10.1016/j.enbuild.2017.02.061,2017,Understanding patterns of adaptive comfort behaviour in the Sydney mixed-mode residential context,,
10.1016/j.enbuild.2017.01.013,2017,A low-complexity control mechanism targeting smart thermostats,control,Application
10.1016/j.proeng.2017.10.365,2017,"Preliminary Analysis on the Different Heating Technologies in a Rural Area of Shandong Province, China",,
10.1016/j.buildenv.2016.11.036,2017,Personalized heating – Comparison of heaters and control modes,control,Application
10.1016/j.proeng.2017.09.968,2017,The characteristics of the patient’s requirement for the ward thermal environment,,
10.1016/j.apenergy.2017.10.014,2017,Recent advances in the analysis of residential electricity consumption and applications of smart meter data,,
10.1016/j.jclepro.2017.01.063,2017,Management and assessment of performance risks for bioclimatic buildings,building,Context
10.1016/j.buildenv.2017.03.028,2017,Dynamic setpoint control for museum indoor climate conditioning integrating collection and comfort requirements: Development and energy impact for Europe,"energy,control","Application,Target"
10.1016/j.jobe.2017.03.005,2017,Low cost humidity controlled air-conditioning system for building energy savings in tropical climate,"building,energy,control","Application,Context,Target"
10.1016/j.buildenv.2017.07.021,2017,The influence of personally controlled desk fan on comfort and energy consumption in hot and humid environments,"energy,control","Application,Target"
10.1016/j.enbuild.2017.09.034,2017,Degree-day based non-domestic building energy analytics and modelling should use building and type specific base temperatures,"building,energy","Context,Target"
10.1016/j.proeng.2017.04.245,2017,Natural Ventilation for Passive Cooling by Means of Optimized Control Logics,control,Application
10.1016/j.buildenv.2016.10.009,2017,Developing an algorithm to illustrate the likelihood of the dissatisfaction rate with relation to the indoor temperature in naturally ventilated classrooms,,
10.1016/j.scs.2016.12.014,2017,An approach for energy performance and indoor climate assessment in a Portuguese school building,"building,energy,energy performance","Context,Target"
10.1016/j.buildenv.2017.08.041,2017,Study on moisture condensation on the interior surface of buildings in high humidity climate,building,Context
10.1016/j.egypro.2017.08.024,2017,Energy consumption in an ageing population: exploring energy use and behaviour of low-income older Australians,energy,Target
10.1016/j.buildenv.2016.12.034,2017,Observational studies of mean radiant temperature across different outdoor spaces under shaded conditions in densely built environment,,
10.1016/j.applthermaleng.2017.08.134,2017,Experimental investigation and modelling of thermal environment control of air distribution systems for chilled food manufacturing facilities,control,Application
10.1016/j.scs.2016.08.016,2017,Integrated automation for optimal demand management in commercial buildings considering occupant comfort,building,Context
10.1016/j.enbuild.2017.07.052,2017,Povl Ole Fanger’s impact ten years later,,
10.1016/j.scs.2017.07.016,2017,Data analytics for occupancy pattern learning to reduce the energy consumption of HVAC systems in office buildings,"building,energy","Context,Target"
10.1016/j.buildenv.2016.10.012,2017,A simplified model for dynamic analysis of the indoor thermal environment of rooms with a Chinese <ce:italic>kang</ce:italic>,,
10.1016/j.jobe.2017.07.003,2017,Utilization potential of low temperature hydronic space heating systems in Russia,,
10.1016/j.egypro.2017.03.1093,2017,CFD Modelling of Flow Interaction in the Breathing Zone of a Virtual Thermal Manikin,,
10.1016/j.egypro.2017.03.1091,2017,Passive Control Strategy for Mixing Ventilation in Heating and Cooling Modes Using Lobed Inserts,control,Application
10.1016/j.egypro.2017.07.063,2017,Courtyard Building's Morphology Impact on Thermal and Luminous Environments in Hot and Arid Region,building,Context
10.1016/j.applthermaleng.2017.04.047,2017,Modelling and experimental investigation of the cross-flow dew point evaporative cooler with and without dehumidification,,
10.1016/j.buildenv.2017.03.045,2017,Occupants' indoor environmental quality satisfaction factors as measures of school teachers' well-being,,
10.1016/j.solener.2017.01.068,2017,State of the art on the development of cool coatings for buildings and cities,building,Context
10.1016/j.proeng.2017.09.840,2017,On-site Measured Summer Indoor Environment in Residential Buildings in Hangzhou Based on Architectural Typology,building,Context
10.1016/j.buildenv.2017.05.001,2017,Indoor environmental quality of classrooms and occupants' comfort in a special education school in Slovak Republic,,
10.1016/j.enbuild.2017.07.027,2017,Impact of the controller model complexity on model predictive control performance for buildings,"building,control,predictive control","Application,Context"
